,num_docks_disabled,last_reported,num_ebikes_available,station_status,num_docks_available,is_installed,num_bikes_disabled,eightd_has_available_keys,num_bikes_available,legacy_id,is_returning,station_id,is_renting,timestamp_of_data_read_request,year_station_last_reported
0,0,2020-08-15 02:24:42+00:00,0,active,13,True,0,False,2,3,True,3,True,2020-08-15 02:35:15,2020
1,0,2020-08-15 02:30:36+00:00,0,active,1,True,1,False,17,4,True,4,True,2020-08-15 02:35:15,2020
2,0,2020-08-15 02:30:37+00:00,0,active,3,True,0,False,12,5,True,5,True,2020-08-15 02:35:15,2020
3,0,2020-08-15 02:22:17+00:00,0,active,5,True,2,False,8,6,True,6,True,2020-08-15 02:35:15,2020
4,0,2020-08-15 00:53:25+00:00,0,active,1,True,0,False,14,7,True,7,True,2020-08-15 02:35:15,2020
5,0,2020-08-15 02:21:14+00:00,0,active,14,True,1,False,4,8,True,8,True,2020-08-15 02:35:15,2020
6,0,2020-08-15 00:42:57+00:00,0,active,7,True,0,False,8,9,True,9,True,2020-08-15 02:35:15,2020
7,0,2020-08-15 02:08:15+00:00,0,active,4,True,0,False,7,10,True,10,True,2020-08-15 02:35:15,2020
8,0,2020-08-15 02:21:52+00:00,0,active,14,True,0,False,1,11,True,11,True,2020-08-15 02:35:15,2020
9,0,2020-08-15 01:44:13+00:00,0,active,12,True,0,True,6,12,True,12,True,2020-08-15 02:35:15,2020
10,0,2020-08-14 23:56:12+00:00,0,active,17,True,2,False,0,13,True,13,True,2020-08-15 02:35:15,2020
11,0,2020-08-15 02:28:55+00:00,0,active,24,True,0,False,1,14,True,14,True,2020-08-15 02:35:15,2020
12,0,2020-08-15 02:14:13+00:00,0,active,8,True,0,False,7,15,True,15,True,2020-08-15 02:35:15,2020
13,0,2020-08-14 23:56:22+00:00,0,active,5,True,0,True,14,16,True,16,True,2020-08-15 02:35:15,2020
14,0,2020-08-15 02:22:26+00:00,0,active,11,True,1,False,3,17,True,17,True,2020-08-15 02:35:15,2020
15,0,2020-08-15 01:58:21+00:00,0,active,10,True,0,False,5,19,True,19,True,2020-08-15 02:35:15,2020
16,0,2020-08-15 02:34:58+00:00,0,active,14,True,0,True,9,20,True,20,True,2020-08-15 02:35:15,2020
17,0,2020-08-15 01:28:57+00:00,0,active,7,True,2,True,9,21,True,21,True,2020-08-15 02:35:15,2020
18,0,2020-08-15 02:03:07+00:00,0,active,14,True,1,True,32,22,True,22,True,2020-08-15 02:35:15,2020
19,0,2020-08-15 01:18:33+00:00,0,active,19,True,1,False,1,23,True,23,True,2020-08-15 02:35:15,2020
20,0,2020-08-15 02:23:22+00:00,0,active,2,True,2,False,15,24,True,24,True,2020-08-15 02:35:15,2020
21,0,2020-08-15 01:44:26+00:00,0,active,3,True,0,False,12,25,True,25,True,2020-08-15 02:35:15,2020
22,0,2020-08-15 02:10:36+00:00,0,active,3,True,2,False,10,26,True,26,True,2020-08-15 02:35:15,2020
23,0,2020-08-15 02:18:55+00:00,0,active,4,True,0,False,19,27,True,27,True,2020-08-15 02:35:15,2020
24,0,2020-08-14 22:43:47+00:00,0,active,15,True,0,False,0,29,True,29,True,2020-08-15 02:35:15,2020
25,0,2020-08-15 02:29:49+00:00,0,active,10,True,2,False,3,30,True,30,True,2020-08-15 02:35:15,2020
26,0,2020-08-15 02:03:48+00:00,0,active,2,True,1,True,16,31,True,31,True,2020-08-15 02:35:15,2020
27,0,2020-08-15 02:31:29+00:00,0,active,4,True,2,False,9,32,True,32,True,2020-08-15 02:35:15,2020
28,0,2020-08-15 02:35:05+00:00,0,active,18,True,0,False,9,33,True,33,True,2020-08-15 02:35:15,2020
29,0,2020-08-15 02:07:51+00:00,0,active,14,True,0,False,9,35,True,35,True,2020-08-15 02:35:15,2020
30,0,2020-08-15 01:49:23+00:00,0,active,21,True,1,True,11,36,True,36,True,2020-08-15 02:35:15,2020
31,0,2020-08-14 23:36:25+00:00,0,active,9,True,0,True,6,37,True,37,True,2020-08-15 02:35:15,2020
32,0,2020-08-15 02:29:21+00:00,0,active,6,True,1,False,16,39,True,39,True,2020-08-15 02:35:15,2020
33,0,2020-08-15 02:01:57+00:00,0,active,8,True,0,False,11,40,True,40,True,2020-08-15 02:35:15,2020
34,0,2020-08-15 02:16:06+00:00,0,active,1,True,0,True,26,41,True,41,True,2020-08-15 02:35:15,2020
35,0,2020-08-15 02:22:39+00:00,0,active,16,True,1,False,6,42,True,42,True,2020-08-15 02:35:15,2020
36,0,2020-08-15 02:27:38+00:00,0,active,15,True,0,True,0,43,True,43,True,2020-08-15 02:35:15,2020
37,0,2020-08-15 01:54:32+00:00,0,active,22,True,0,False,1,44,True,44,True,2020-08-15 02:35:15,2020
38,0,2020-08-15 02:28:23+00:00,0,active,4,True,2,False,13,46,True,46,True,2020-08-15 02:35:15,2020
39,0,2020-08-15 02:34:18+00:00,0,active,8,True,0,True,11,47,True,47,True,2020-08-15 02:35:15,2020
40,0,2020-08-15 02:28:01+00:00,0,active,13,True,2,False,4,48,True,48,True,2020-08-15 02:35:15,2020
41,0,2020-08-15 01:31:05+00:00,0,active,7,True,0,False,11,49,True,49,True,2020-08-15 02:35:15,2020
42,0,2020-08-15 01:35:01+00:00,0,active,15,True,0,True,0,50,True,50,True,2020-08-15 02:35:15,2020
43,0,2020-08-15 01:39:16+00:00,0,active,0,True,1,False,14,51,True,51,True,2020-08-15 02:35:15,2020
44,0,2020-08-15 02:18:29+00:00,0,active,9,True,3,True,11,52,True,52,True,2020-08-15 02:35:15,2020
45,0,2020-08-15 02:22:19+00:00,0,active,11,True,1,False,7,53,True,53,True,2020-08-15 02:35:15,2020
46,0,2020-08-15 01:31:01+00:00,0,active,15,True,0,False,0,54,True,54,True,2020-08-15 02:35:15,2020
47,0,2020-08-15 02:19:25+00:00,0,active,1,True,0,False,14,55,True,55,True,2020-08-15 02:35:15,2020
48,0,2020-08-15 02:35:00+00:00,0,active,1,True,0,True,17,56,True,56,True,2020-08-15 02:35:15,2020
49,0,2020-08-15 02:32:17+00:00,0,active,13,True,0,True,1,57,True,57,True,2020-08-15 02:35:15,2020
50,0,2020-08-15 02:34:46+00:00,0,active,14,True,2,True,3,58,True,58,True,2020-08-15 02:35:15,2020
51,0,2020-08-15 02:21:17+00:00,0,active,14,True,0,True,5,59,True,59,True,2020-08-15 02:35:15,2020
52,0,2020-08-15 02:06:17+00:00,0,active,16,True,1,False,2,60,True,60,True,2020-08-15 02:35:15,2020
53,0,2020-08-15 02:06:02+00:00,0,active,5,True,0,False,14,61,True,61,True,2020-08-15 02:35:15,2020
54,0,2020-08-15 00:11:33+00:00,0,active,12,True,0,False,3,63,True,63,True,2020-08-15 02:35:15,2020
55,0,2020-08-15 02:32:39+00:00,0,active,9,True,0,False,10,64,True,64,True,2020-08-15 02:35:15,2020
56,0,2020-08-15 00:42:54+00:00,0,active,15,True,0,False,8,65,True,65,True,2020-08-15 02:35:15,2020
57,0,2020-08-15 02:31:12+00:00,0,active,10,True,0,False,5,66,True,66,True,2020-08-15 02:35:15,2020
58,0,2020-08-15 02:08:34+00:00,0,active,27,True,0,True,0,67,True,67,True,2020-08-15 02:35:15,2020
59,0,2020-08-15 02:25:59+00:00,0,active,7,True,1,True,11,68,True,68,True,2020-08-15 02:35:15,2020
60,0,2020-08-15 02:11:37+00:00,0,active,13,True,0,True,6,69,True,69,True,2020-08-15 02:35:15,2020
61,0,2020-08-15 02:19:11+00:00,0,active,4,True,1,False,18,70,True,70,True,2020-08-15 02:35:15,2020
62,0,2020-08-15 01:44:38+00:00,0,active,14,True,0,False,9,71,True,71,True,2020-08-15 02:35:15,2020
63,0,2020-08-15 02:19:50+00:00,0,active,20,True,0,False,3,72,True,72,True,2020-08-15 02:35:15,2020
64,0,2020-08-15 02:30:13+00:00,0,active,1,True,0,False,14,73,True,73,True,2020-08-15 02:35:15,2020
65,0,2020-08-15 02:27:39+00:00,0,active,4,True,0,True,15,74,True,74,True,2020-08-15 02:35:15,2020
66,0,2020-08-15 02:16:48+00:00,0,active,13,True,0,False,2,75,True,75,True,2020-08-15 02:35:15,2020
67,0,2020-08-15 02:32:20+00:00,0,active,3,True,1,False,13,76,True,76,True,2020-08-15 02:35:15,2020
68,0,2020-08-15 02:18:10+00:00,0,active,10,True,1,False,4,77,True,77,True,2020-08-15 02:35:15,2020
69,0,2020-08-15 02:23:04+00:00,0,active,0,True,0,False,19,78,True,78,True,2020-08-15 02:35:15,2020
70,0,2020-08-15 02:32:54+00:00,0,active,13,True,0,False,6,79,True,79,True,2020-08-15 02:35:15,2020
71,0,2020-08-15 00:44:43+00:00,0,active,34,True,1,False,0,80,True,80,True,2020-08-15 02:35:15,2020
72,0,2020-08-15 02:17:49+00:00,0,active,5,True,1,False,13,81,True,81,True,2020-08-15 02:35:15,2020
73,0,2020-08-15 02:34:30+00:00,0,active,5,True,0,False,10,82,True,82,True,2020-08-15 02:35:15,2020
74,0,2020-08-15 02:26:51+00:00,0,active,12,True,1,False,2,84,True,84,True,2020-08-15 02:35:15,2020
75,0,2020-08-15 00:17:01+00:00,0,active,17,True,0,False,2,85,True,85,True,2020-08-15 02:35:15,2020
76,0,2020-08-15 02:28:48+00:00,0,active,13,True,0,False,6,86,True,86,True,2020-08-15 02:35:15,2020
77,0,2020-08-15 02:30:28+00:00,0,active,7,True,0,False,8,87,True,87,True,2020-08-15 02:35:15,2020
78,0,2020-08-15 02:00:50+00:00,0,active,9,True,0,False,10,89,True,89,True,2020-08-15 02:35:15,2020
79,0,2020-08-15 02:08:37+00:00,0,active,1,True,0,False,18,90,True,90,True,2020-08-15 02:35:15,2020
80,0,2020-08-15 02:16:19+00:00,0,active,16,True,1,False,2,91,True,91,True,2020-08-15 02:35:15,2020
81,0,2020-08-15 01:09:14+00:00,0,active,3,True,1,False,15,92,True,92,True,2020-08-15 02:35:15,2020
82,0,2020-08-15 02:02:03+00:00,0,active,8,True,1,False,6,93,True,93,True,2020-08-15 02:35:15,2020
83,0,2020-08-15 00:24:05+00:00,0,active,10,True,0,False,1,94,True,94,True,2020-08-15 02:35:15,2020
84,0,2020-08-15 02:24:28+00:00,0,active,9,True,2,False,4,95,True,95,True,2020-08-15 02:35:15,2020
85,0,2020-08-15 02:06:54+00:00,0,active,3,True,1,False,15,96,True,96,True,2020-08-15 02:35:15,2020
86,0,2020-08-15 02:20:07+00:00,0,active,7,True,3,False,9,97,True,97,True,2020-08-15 02:35:15,2020
87,0,2020-08-15 02:19:17+00:00,0,active,12,True,1,False,10,98,True,98,True,2020-08-15 02:35:15,2020
88,0,2020-08-15 02:15:29+00:00,0,active,4,True,0,False,11,99,True,99,True,2020-08-15 02:35:15,2020
89,0,2020-08-15 01:46:56+00:00,0,active,6,True,1,True,18,100,True,100,True,2020-08-15 02:35:15,2020
90,0,2020-08-15 01:32:34+00:00,0,active,5,True,0,False,10,101,True,101,True,2020-08-15 02:35:15,2020
91,0,2020-08-15 01:57:43+00:00,0,active,4,True,0,False,11,102,True,102,True,2020-08-15 02:35:15,2020
92,0,2020-08-15 02:08:31+00:00,0,active,11,True,0,False,4,103,True,103,True,2020-08-15 02:35:15,2020
93,0,2020-08-15 02:30:33+00:00,0,active,17,True,0,False,2,104,True,104,True,2020-08-15 02:35:15,2020
94,0,2020-08-15 02:19:51+00:00,0,active,9,True,1,False,9,105,True,105,True,2020-08-15 02:35:15,2020
95,0,2020-08-15 01:33:03+00:00,0,active,11,True,0,False,4,106,True,106,True,2020-08-15 02:35:15,2020
96,0,2020-08-15 02:34:09+00:00,0,active,18,True,1,False,0,107,True,107,True,2020-08-15 02:35:15,2020
97,0,2020-08-15 00:58:02+00:00,0,active,16,True,0,False,1,108,True,108,True,2020-08-15 02:35:15,2020
98,0,2020-08-15 00:37:37+00:00,0,active,34,True,0,False,1,109,True,109,True,2020-08-15 02:35:15,2020
99,0,2020-08-15 02:24:26+00:00,0,active,5,True,1,False,9,110,True,110,True,2020-08-15 02:35:15,2020
100,0,2020-08-14 22:07:33+00:00,0,active,12,True,0,False,3,111,True,111,True,2020-08-15 02:35:15,2020
101,0,2020-08-15 01:10:10+00:00,0,active,6,True,0,False,9,112,True,112,True,2020-08-15 02:35:15,2020
102,0,2020-08-15 01:10:17+00:00,0,active,6,True,0,False,9,113,True,113,True,2020-08-15 02:35:15,2020
103,0,2020-08-15 02:25:07+00:00,0,active,5,True,1,False,9,114,True,114,True,2020-08-15 02:35:15,2020
104,0,2020-08-15 01:45:06+00:00,0,active,0,True,3,False,16,115,True,115,True,2020-08-15 02:35:15,2020
105,0,2020-08-15 02:29:51+00:00,0,active,2,True,0,False,21,116,True,116,True,2020-08-15 02:35:15,2020
106,0,2020-08-15 01:32:40+00:00,0,active,17,True,1,False,1,117,True,117,True,2020-08-15 02:35:15,2020
107,0,2020-08-15 02:07:45+00:00,0,active,5,True,2,False,12,118,True,118,True,2020-08-15 02:35:15,2020
108,0,2020-08-15 02:20:53+00:00,0,active,1,True,0,False,14,119,True,119,True,2020-08-15 02:35:15,2020
109,0,2020-08-15 01:48:50+00:00,0,active,15,True,0,False,0,120,True,120,True,2020-08-15 02:35:15,2020
110,0,2020-08-15 01:55:57+00:00,0,active,11,True,1,False,5,121,True,121,True,2020-08-15 02:35:15,2020
111,0,2020-08-15 02:02:08+00:00,0,active,1,True,0,False,14,122,True,122,True,2020-08-15 02:35:15,2020
112,0,2020-08-15 02:05:53+00:00,0,active,6,True,0,False,9,124,True,124,True,2020-08-15 02:35:15,2020
113,0,2020-08-15 01:25:00+00:00,0,active,0,True,1,False,14,125,True,125,True,2020-08-15 02:35:15,2020
114,0,2020-08-14 22:38:52+00:00,0,active,9,True,1,False,5,126,True,126,True,2020-08-15 02:35:15,2020
115,0,2020-08-15 00:45:31+00:00,0,active,0,True,1,False,18,128,True,128,True,2020-08-15 02:35:15,2020
116,0,2020-08-15 00:13:29+00:00,0,active,3,True,0,False,16,129,True,129,True,2020-08-15 02:35:15,2020
117,0,2020-08-15 02:10:58+00:00,0,active,1,True,0,False,14,130,True,130,True,2020-08-15 02:35:15,2020
118,0,2020-08-15 01:33:58+00:00,0,active,0,True,1,False,17,131,True,131,True,2020-08-15 02:35:15,2020
119,0,2020-08-15 02:11:23+00:00,0,active,17,True,0,False,6,133,True,133,True,2020-08-15 02:35:15,2020
120,0,2020-08-15 02:01:13+00:00,0,active,17,True,0,False,0,135,True,135,True,2020-08-15 02:35:15,2020
121,0,2020-08-15 02:22:46+00:00,0,active,12,True,0,False,7,136,True,136,True,2020-08-15 02:35:15,2020
122,0,2020-08-15 02:06:53+00:00,0,active,7,True,0,False,8,137,True,137,True,2020-08-15 02:35:15,2020
123,0,2020-08-15 02:12:56+00:00,0,active,11,True,2,False,2,138,True,138,True,2020-08-15 02:35:15,2020
124,0,2020-08-15 02:31:13+00:00,0,active,8,True,1,False,10,139,True,139,True,2020-08-15 02:35:15,2020
125,0,2020-08-15 00:12:00+00:00,0,active,5,True,0,False,12,140,True,140,True,2020-08-15 02:35:15,2020
126,0,2020-08-15 02:09:20+00:00,0,active,7,True,0,False,8,141,True,141,True,2020-08-15 02:35:15,2020
127,0,2020-08-15 00:35:00+00:00,0,active,2,True,0,False,21,142,True,142,True,2020-08-15 02:35:15,2020
128,0,2020-08-15 02:15:41+00:00,0,active,10,True,2,False,11,143,True,143,True,2020-08-15 02:35:15,2020
129,0,2020-08-15 01:33:55+00:00,0,active,9,True,0,False,10,144,True,144,True,2020-08-15 02:35:15,2020
130,0,2020-08-15 01:57:42+00:00,0,active,1,True,0,False,18,145,True,145,True,2020-08-15 02:35:15,2020
131,0,2020-08-15 02:32:59+00:00,0,active,17,True,1,False,1,146,True,146,True,2020-08-15 02:35:15,2020
132,0,2020-08-15 02:13:25+00:00,0,active,1,True,0,True,17,149,True,149,True,2020-08-15 02:35:15,2020
133,0,2020-08-15 02:16:51+00:00,0,active,2,True,1,False,16,150,True,150,True,2020-08-15 02:35:15,2020
134,0,2020-08-15 02:04:54+00:00,0,active,17,True,1,False,1,151,True,151,True,2020-08-15 02:35:15,2020
135,0,2020-08-15 01:40:07+00:00,0,active,1,True,0,True,14,152,True,152,True,2020-08-15 02:35:15,2020
136,0,2020-08-15 02:23:23+00:00,0,active,10,True,0,False,5,156,True,156,True,2020-08-15 02:35:15,2020
137,0,2020-08-15 02:28:18+00:00,0,active,6,True,2,False,7,157,True,157,True,2020-08-15 02:35:15,2020
138,0,2020-08-15 01:23:22+00:00,0,active,0,True,0,False,15,159,True,159,True,2020-08-15 02:35:15,2020
139,0,2020-08-15 02:34:50+00:00,0,active,11,True,0,True,3,160,True,160,True,2020-08-15 02:35:15,2020
140,0,2020-08-15 02:33:50+00:00,0,active,2,True,0,True,21,161,True,161,True,2020-08-15 02:35:15,2020
141,0,2020-08-14 17:51:55+00:00,0,active,15,True,0,False,0,162,True,162,True,2020-08-15 02:35:15,2020
142,0,2020-08-15 02:18:17+00:00,0,active,17,True,0,True,2,163,True,163,True,2020-08-15 02:35:15,2020
143,0,2020-08-15 02:20:40+00:00,0,active,7,True,0,False,8,167,True,167,True,2020-08-15 02:35:15,2020
144,0,2020-08-15 00:54:32+00:00,0,active,17,True,0,False,2,169,True,169,True,2020-08-15 02:35:15,2020
145,0,2020-08-15 00:14:57+00:00,0,active,9,True,0,True,5,170,True,170,True,2020-08-15 02:35:15,2020
146,0,2020-08-14 20:19:15+00:00,0,active,14,True,0,True,9,171,True,171,True,2020-08-15 02:35:15,2020
147,0,2020-08-15 00:51:06+00:00,0,active,0,True,0,True,14,173,True,173,True,2020-08-15 02:35:15,2020
148,0,2020-08-15 01:52:25+00:00,0,active,8,True,0,False,7,174,True,174,True,2020-08-15 02:35:15,2020
149,0,2020-08-15 01:46:43+00:00,0,active,8,True,0,True,9,175,True,175,True,2020-08-15 02:35:15,2020
150,0,2020-08-15 02:16:51+00:00,0,active,10,True,0,False,5,176,True,176,True,2020-08-15 02:35:15,2020
151,0,2020-08-15 02:07:08+00:00,0,active,19,True,0,False,0,177,True,177,True,2020-08-15 02:35:15,2020
152,0,2020-08-15 02:24:47+00:00,0,active,5,True,1,False,13,178,True,178,True,2020-08-15 02:35:15,2020
153,0,2020-08-15 02:23:40+00:00,0,active,18,True,0,False,7,179,True,179,True,2020-08-15 02:35:15,2020
