,eightd_has_available_keys,num_docks_available,num_docks_disabled,station_id,num_ebikes_available,legacy_id,last_reported,num_bikes_available,is_installed,is_renting,is_returning,num_bikes_disabled,station_status,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
55,False,2,0,64,0,64,2020-08-20 19:58:42+00:00,17,True,False,False,0,active,,,2020-08-20 21:20:45,2020
56,False,17,0,65,0,65,2020-08-20 20:50:22+00:00,6,True,True,True,0,active,,,2020-08-20 21:20:45,2020
57,False,12,0,66,0,66,2020-08-20 21:17:21+00:00,3,True,True,True,0,active,,,2020-08-20 21:20:45,2020
58,True,11,0,67,0,67,2020-08-20 21:19:06+00:00,16,True,True,True,0,active,,,2020-08-20 21:20:45,2020
59,True,6,0,68,0,68,2020-08-20 21:18:17+00:00,12,True,True,True,1,active,,,2020-08-20 21:20:45,2020
60,True,7,0,69,0,69,2020-08-20 21:07:55+00:00,12,True,True,True,0,active,,,2020-08-20 21:20:45,2020
61,False,8,0,70,0,70,2020-08-20 21:06:18+00:00,15,True,True,True,0,active,,,2020-08-20 21:20:45,2020
62,False,6,0,71,0,71,2020-08-20 21:13:40+00:00,16,True,True,True,1,active,,,2020-08-20 21:20:45,2020
63,False,10,0,72,0,72,2020-08-20 21:17:01+00:00,13,True,True,True,0,active,,,2020-08-20 21:20:45,2020
64,False,11,0,73,0,73,2020-08-20 20:59:25+00:00,4,True,True,True,0,active,,,2020-08-20 21:20:45,2020
65,True,16,0,74,0,74,2020-08-20 21:17:01+00:00,3,True,True,True,0,active,,,2020-08-20 21:20:45,2020
66,False,14,0,75,0,75,2020-08-20 20:44:37+00:00,1,True,True,True,0,active,,,2020-08-20 21:20:45,2020
67,False,11,0,76,0,76,2020-08-20 21:20:32+00:00,4,True,True,True,2,active,,,2020-08-20 21:20:45,2020
68,False,13,0,77,0,77,2020-08-20 21:11:09+00:00,2,True,True,True,0,active,,,2020-08-20 21:20:45,2020
69,False,3,0,78,0,78,2020-08-20 21:19:52+00:00,16,True,True,True,0,active,,,2020-08-20 21:20:45,2020
70,False,11,0,79,0,79,2020-08-20 21:17:28+00:00,7,True,True,True,1,active,,,2020-08-20 21:20:45,2020
71,False,8,0,80,0,80,2020-08-20 21:13:25+00:00,26,True,True,True,1,active,,,2020-08-20 21:20:45,2020
72,False,14,0,81,0,81,2020-08-20 21:17:19+00:00,5,True,True,True,0,active,,,2020-08-20 21:20:45,2020
73,False,12,0,82,0,82,2020-08-20 19:31:29+00:00,3,True,True,True,0,active,,,2020-08-20 21:20:45,2020
74,False,7,0,84,0,84,2020-08-20 21:17:40+00:00,8,True,True,True,0,active,,,2020-08-20 21:20:45,2020
75,False,15,0,85,0,85,2020-08-20 21:15:19+00:00,4,True,True,True,0,active,,,2020-08-20 21:20:45,2020
76,False,14,0,86,0,86,2020-08-20 21:13:39+00:00,5,True,True,True,0,active,,,2020-08-20 21:20:45,2020
77,False,12,0,87,0,87,2020-08-20 21:20:14+00:00,3,True,True,True,0,active,,,2020-08-20 21:20:45,2020
78,False,11,0,89,0,89,2020-08-20 20:22:23+00:00,8,True,True,True,0,active,,,2020-08-20 21:20:45,2020
79,False,15,0,90,0,90,2020-08-20 21:18:03+00:00,4,True,True,True,0,active,,,2020-08-20 21:20:45,2020
80,False,10,0,91,0,91,2020-08-20 21:15:34+00:00,9,True,True,True,0,active,,,2020-08-20 21:20:45,2020
81,False,8,0,92,0,92,2020-08-20 13:33:55+00:00,10,True,True,True,1,active,,,2020-08-20 21:20:45,2020
82,False,4,0,93,0,93,2020-08-20 19:47:44+00:00,11,True,True,True,0,active,,,2020-08-20 21:20:45,2020
83,False,4,0,94,0,94,2020-08-20 21:05:39+00:00,6,True,True,True,1,active,,,2020-08-20 21:20:45,2020
84,False,7,0,95,0,95,2020-08-20 21:12:02+00:00,7,True,True,True,1,active,,,2020-08-20 21:20:45,2020
85,False,10,0,96,0,96,2020-08-20 21:01:17+00:00,8,True,True,True,1,active,,,2020-08-20 21:20:45,2020
86,False,15,0,97,0,97,2020-08-20 20:50:32+00:00,4,True,True,True,0,active,,,2020-08-20 21:20:45,2020
87,False,11,0,98,0,98,2020-08-20 20:48:59+00:00,12,True,True,True,0,active,,,2020-08-20 21:20:45,2020
88,False,3,0,99,0,99,2020-08-20 21:17:38+00:00,10,True,True,True,2,active,,,2020-08-20 21:20:45,2020
89,True,8,0,100,0,100,2020-08-20 21:17:41+00:00,17,True,True,True,0,active,,,2020-08-20 21:20:45,2020
90,False,10,0,101,0,101,2020-08-20 21:14:58+00:00,5,True,True,True,0,active,,,2020-08-20 21:20:45,2020
91,False,15,0,102,0,102,2020-08-20 21:05:43+00:00,0,True,True,True,0,active,,,2020-08-20 21:20:45,2020
92,False,1,0,103,0,103,2020-08-20 20:37:31+00:00,14,True,True,True,0,active,,,2020-08-20 21:20:45,2020
93,False,19,0,104,0,104,2020-08-20 21:07:13+00:00,0,True,True,True,0,active,,,2020-08-20 21:20:45,2020
94,False,11,0,105,0,105,2020-08-20 21:13:06+00:00,7,True,True,True,1,active,,,2020-08-20 21:20:45,2020
95,False,9,0,106,0,106,2020-08-20 17:41:37+00:00,6,True,True,True,0,active,,,2020-08-20 21:20:45,2020
96,False,10,0,107,0,107,2020-08-20 21:15:45+00:00,8,True,True,True,1,active,,,2020-08-20 21:20:45,2020
97,False,13,0,108,0,108,2020-08-20 21:02:15+00:00,4,True,True,True,0,active,,,2020-08-20 21:20:45,2020
98,False,32,0,109,0,109,2020-08-20 19:56:10+00:00,3,True,True,True,0,active,,,2020-08-20 21:20:45,2020
99,False,7,0,110,0,110,2020-08-20 21:13:21+00:00,8,True,True,True,0,active,,,2020-08-20 21:20:45,2020
100,False,10,0,111,0,111,2020-08-20 18:13:42+00:00,5,True,True,True,0,active,,,2020-08-20 21:20:45,2020
101,False,12,0,112,0,112,2020-08-20 20:36:03+00:00,3,True,True,True,0,active,,,2020-08-20 21:20:45,2020
102,False,4,0,113,0,113,2020-08-20 21:07:55+00:00,9,True,True,True,2,active,,,2020-08-20 21:20:45,2020
103,False,11,0,114,0,114,2020-08-20 20:22:42+00:00,4,True,True,True,0,active,,,2020-08-20 21:20:45,2020
104,False,15,0,115,0,115,2020-08-20 21:08:34+00:00,4,True,True,True,0,active,,,2020-08-20 21:20:45,2020
105,False,20,0,116,0,116,2020-08-20 21:19:37+00:00,3,True,True,True,0,active,,,2020-08-20 21:20:45,2020
106,False,15,0,117,0,117,2020-08-20 20:59:02+00:00,4,True,True,True,0,active,,,2020-08-20 21:20:45,2020
107,False,10,0,118,0,118,2020-08-20 21:18:02+00:00,8,True,True,True,1,active,,,2020-08-20 21:20:45,2020
108,False,13,0,119,0,119,2020-08-20 21:18:32+00:00,1,True,True,True,1,active,,,2020-08-20 21:20:45,2020
109,False,12,0,120,0,120,2020-08-20 20:50:58+00:00,3,True,True,True,0,active,,,2020-08-20 21:20:45,2020
110,False,14,0,121,0,121,2020-08-20 21:08:58+00:00,2,True,True,True,1,active,,,2020-08-20 21:20:45,2020
111,False,0,0,122,0,122,2020-08-20 20:57:55+00:00,15,True,True,True,0,active,,,2020-08-20 21:20:45,2020
112,False,15,0,124,0,124,2020-08-20 19:43:43+00:00,0,True,True,True,0,active,,,2020-08-20 21:20:45,2020
113,False,14,0,125,0,125,2020-08-20 21:00:47+00:00,0,True,True,True,1,active,,,2020-08-20 21:20:45,2020
114,False,1,0,126,0,126,2020-08-20 19:28:56+00:00,12,True,True,True,2,active,,,2020-08-20 21:20:45,2020
115,False,11,0,128,0,128,2020-08-20 21:20:23+00:00,8,True,True,True,0,active,,,2020-08-20 21:20:45,2020
116,False,17,0,129,0,129,2020-08-20 21:18:31+00:00,2,True,True,True,0,active,,,2020-08-20 21:20:45,2020
117,False,3,0,130,0,130,2020-08-20 20:23:12+00:00,12,True,True,True,0,active,,,2020-08-20 21:20:45,2020
118,False,12,0,131,0,131,2020-08-20 20:59:44+00:00,6,True,True,True,0,active,,,2020-08-20 21:20:45,2020
119,False,11,0,133,0,133,2020-08-20 21:00:16+00:00,11,True,True,True,1,active,,,2020-08-20 21:20:45,2020
120,False,16,0,135,0,135,2020-08-20 20:51:53+00:00,1,True,True,True,0,active,,,2020-08-20 21:20:45,2020
121,False,18,0,136,0,136,2020-08-20 21:01:28+00:00,1,True,True,True,0,active,,,2020-08-20 21:20:45,2020
122,False,11,0,137,0,137,2020-08-20 20:26:54+00:00,4,True,True,True,0,active,,,2020-08-20 21:20:45,2020
123,False,6,0,138,0,138,2020-08-20 21:15:17+00:00,9,True,True,True,0,active,,,2020-08-20 21:20:45,2020
124,False,15,0,139,0,139,2020-08-20 21:13:33+00:00,4,True,True,True,0,active,,,2020-08-20 21:20:45,2020
125,False,6,0,140,0,140,2020-08-20 21:07:39+00:00,11,True,True,True,0,active,,,2020-08-20 21:20:45,2020
126,False,7,0,141,0,141,2020-08-20 20:43:30+00:00,8,True,True,True,0,active,,,2020-08-20 21:20:45,2020
127,False,8,0,142,0,142,2020-08-20 20:00:53+00:00,15,True,True,True,0,active,,,2020-08-20 21:20:45,2020
128,False,15,0,143,0,143,2020-08-20 21:18:21+00:00,8,True,True,True,0,active,,,2020-08-20 21:20:45,2020
129,False,2,0,144,0,144,2020-08-20 20:53:30+00:00,17,True,True,True,0,active,,,2020-08-20 21:20:45,2020
130,False,6,0,145,0,145,2020-08-20 21:07:56+00:00,13,True,True,True,0,active,,,2020-08-20 21:20:45,2020
131,False,8,0,146,0,146,2020-08-20 20:55:04+00:00,10,True,True,True,1,active,,,2020-08-20 21:20:45,2020
132,True,14,0,149,0,149,2020-08-20 21:04:24+00:00,3,True,True,True,1,active,,,2020-08-20 21:20:45,2020
133,False,11,0,150,0,150,2020-08-20 21:08:10+00:00,8,True,True,True,0,active,,,2020-08-20 21:20:45,2020
134,False,17,0,151,0,151,2020-08-20 21:09:06+00:00,2,True,True,True,0,active,,,2020-08-20 21:20:45,2020
135,True,1,0,152,0,152,2020-08-20 20:57:39+00:00,14,True,True,True,0,active,,,2020-08-20 21:20:45,2020
136,False,6,0,156,0,156,2020-08-20 21:14:01+00:00,8,True,True,True,1,active,,,2020-08-20 21:20:45,2020
137,False,15,0,157,0,157,2020-08-20 21:04:17+00:00,0,True,True,True,0,active,,,2020-08-20 21:20:45,2020
138,False,13,0,159,0,159,2020-08-20 21:18:09+00:00,2,True,True,True,0,active,,,2020-08-20 21:20:45,2020
139,True,3,0,160,0,160,2020-08-20 21:19:40+00:00,11,True,True,True,0,active,,,2020-08-20 21:20:45,2020
140,True,10,0,161,0,161,2020-08-20 21:04:59+00:00,13,True,True,True,0,active,,,2020-08-20 21:20:45,2020
141,False,9,0,162,0,162,2020-08-20 19:32:17+00:00,6,True,True,True,0,active,,,2020-08-20 21:20:45,2020
142,True,5,0,163,0,163,2020-08-20 21:16:22+00:00,14,True,True,True,0,active,,,2020-08-20 21:20:45,2020
143,False,6,0,167,0,167,2020-08-20 19:43:06+00:00,9,True,True,True,0,active,,,2020-08-20 21:20:45,2020
144,False,11,0,169,0,169,2020-08-20 21:08:01+00:00,8,True,True,True,0,active,,,2020-08-20 21:20:45,2020
145,True,6,0,170,0,170,2020-08-20 18:42:46+00:00,8,True,True,True,0,active,,,2020-08-20 21:20:45,2020
146,True,13,0,171,0,171,2020-08-20 20:46:23+00:00,10,True,True,True,0,active,,,2020-08-20 21:20:45,2020
147,True,8,0,173,0,173,2020-08-20 18:33:25+00:00,6,True,True,True,0,active,,,2020-08-20 21:20:45,2020
148,False,10,0,174,0,174,2020-08-20 21:15:46+00:00,5,True,True,True,0,active,,,2020-08-20 21:20:45,2020
149,True,8,0,175,0,175,2020-08-20 21:16:53+00:00,7,True,True,True,2,active,,,2020-08-20 21:20:45,2020
150,False,6,0,176,0,176,2020-08-20 21:07:51+00:00,9,True,True,True,0,active,,,2020-08-20 21:20:45,2020
151,False,6,0,177,0,177,2020-08-20 21:17:20+00:00,12,True,True,True,1,active,,,2020-08-20 21:20:45,2020
152,False,16,0,178,0,178,2020-08-20 21:08:28+00:00,3,True,True,True,0,active,,,2020-08-20 21:20:45,2020
153,False,17,0,179,0,179,2020-08-20 21:13:59+00:00,7,True,True,True,1,active,,,2020-08-20 21:20:45,2020
154,False,3,0,180,0,180,2020-08-20 21:09:02+00:00,16,True,True,True,0,active,,,2020-08-20 21:20:45,2020
155,False,16,0,181,0,181,2020-08-20 17:44:11+00:00,3,True,True,True,0,active,,,2020-08-20 21:20:45,2020
156,True,14,0,182,0,182,2020-08-20 21:02:26+00:00,5,True,True,True,0,active,,,2020-08-20 21:20:45,2020
157,False,11,0,183,0,183,2020-08-20 21:02:13+00:00,8,True,True,True,0,active,,,2020-08-20 21:20:45,2020
158,False,17,0,184,0,184,2020-08-20 20:58:28+00:00,2,True,True,True,0,active,,,2020-08-20 21:20:45,2020
159,False,13,0,185,0,185,2020-08-20 21:05:15+00:00,1,True,True,True,1,active,,,2020-08-20 21:20:45,2020
160,True,9,0,186,0,186,2020-08-20 21:12:20+00:00,6,True,True,True,0,active,,,2020-08-20 21:20:45,2020
161,False,15,0,187,0,187,2020-08-20 20:35:53+00:00,0,True,True,True,0,active,,,2020-08-20 21:20:45,2020
162,False,3,0,188,0,188,2020-08-20 21:12:11+00:00,12,True,True,True,0,active,,,2020-08-20 21:20:45,2020
163,True,18,0,189,0,189,2020-08-20 21:19:12+00:00,5,True,True,True,0,active,,,2020-08-20 21:20:45,2020
164,True,32,0,190,0,190,2020-08-20 21:14:35+00:00,5,True,True,True,0,active,,,2020-08-20 21:20:45,2020
165,False,14,0,191,0,191,2020-08-20 21:10:29+00:00,1,True,True,True,0,active,,,2020-08-20 21:20:45,2020
166,False,7,0,192,0,192,2020-08-20 20:47:32+00:00,12,True,True,True,0,active,,,2020-08-20 21:20:45,2020
167,True,13,0,193,0,193,2020-08-20 20:56:14+00:00,2,True,True,True,0,active,,,2020-08-20 21:20:45,2020
168,False,17,0,194,0,194,2020-08-20 20:58:03+00:00,2,True,True,True,0,active,,,2020-08-20 21:20:45,2020
169,False,22,0,195,0,195,2020-08-20 21:09:29+00:00,1,True,True,True,0,active,,,2020-08-20 21:20:45,2020
170,False,8,0,196,0,196,2020-08-20 21:12:36+00:00,2,True,True,True,0,active,,,2020-08-20 21:20:45,2020
171,False,7,0,197,0,197,2020-08-20 20:10:46+00:00,7,True,True,True,1,active,,,2020-08-20 21:20:45,2020
172,False,7,0,199,0,199,2020-08-20 14:19:54+00:00,8,True,True,True,0,active,,,2020-08-20 21:20:45,2020
173,False,5,0,200,0,200,2020-08-20 21:16:35+00:00,14,True,True,True,0,active,,,2020-08-20 21:20:45,2020
174,False,11,0,201,0,201,2020-08-20 12:47:08+00:00,4,True,True,True,0,active,,,2020-08-20 21:20:45,2020
175,False,10,0,202,0,202,2020-08-20 20:59:46+00:00,5,True,True,True,0,active,,,2020-08-20 21:20:45,2020
176,False,9,0,203,0,203,2020-08-20 16:40:31+00:00,6,True,True,True,0,active,,,2020-08-20 21:20:45,2020
177,False,12,0,204,0,204,2020-08-20 20:01:48+00:00,3,True,True,True,0,active,,,2020-08-20 21:20:45,2020
178,False,13,0,205,0,205,2020-08-20 17:59:34+00:00,2,True,True,True,0,active,,,2020-08-20 21:20:45,2020
179,True,20,0,206,0,206,2020-08-20 21:18:25+00:00,3,True,True,True,0,active,,,2020-08-20 21:20:45,2020
180,True,3,0,208,0,208,2020-08-20 21:17:47+00:00,11,True,True,True,1,active,,,2020-08-20 21:20:45,2020
181,False,3,0,209,0,209,2020-08-20 21:02:05+00:00,11,True,True,True,1,active,,,2020-08-20 21:20:45,2020
182,False,14,0,210,0,210,2020-08-20 18:49:02+00:00,0,True,True,True,1,active,,,2020-08-20 21:20:45,2020
183,False,11,0,211,0,211,2020-08-20 21:04:16+00:00,8,True,True,True,0,active,,,2020-08-20 21:20:45,2020
184,False,24,0,212,0,212,2020-08-20 21:09:05+00:00,9,True,True,True,0,active,,,2020-08-20 21:20:45,2020
185,True,14,0,213,0,213,2020-08-20 20:44:31+00:00,2,True,True,True,0,active,,,2020-08-20 21:20:45,2020
