,num_bikes_disabled,eightd_has_available_keys,is_installed,num_docks_available,is_renting,num_bikes_available,legacy_id,station_status,is_returning,last_reported,num_docks_disabled,station_id,num_ebikes_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
223,0,False,True,14,True,1,332,active,True,2020-08-21 22:27:06+00:00,0,332,0,,,2020-08-21 22:29:45,2020
224,0,False,True,4,True,21,333,active,True,2020-08-21 21:07:24+00:00,0,333,0,,,2020-08-21 22:29:45,2020
225,0,False,True,9,True,10,334,active,True,2020-08-21 22:22:50+00:00,0,334,0,,,2020-08-21 22:29:45,2020
226,0,False,True,7,True,12,335,active,True,2020-08-21 22:24:23+00:00,0,335,0,,,2020-08-21 22:29:45,2020
227,0,False,True,11,True,4,336,active,True,2020-08-21 21:26:12+00:00,0,336,0,,,2020-08-21 22:29:45,2020
228,0,False,True,1,True,14,337,active,True,2020-08-21 20:26:39+00:00,0,337,0,,,2020-08-21 22:29:45,2020
229,0,False,True,13,True,2,338,active,True,2020-08-21 22:21:29+00:00,0,338,0,,,2020-08-21 22:29:45,2020
230,0,False,True,0,True,15,339,active,True,2020-08-21 11:39:52+00:00,0,339,0,,,2020-08-21 22:29:45,2020
231,0,False,True,4,True,15,340,active,True,2020-08-21 08:56:34+00:00,0,340,0,,,2020-08-21 22:29:45,2020
232,0,True,True,3,True,12,341,active,True,2020-08-21 16:22:12+00:00,0,341,0,,,2020-08-21 22:29:45,2020
233,0,False,True,10,True,5,342,active,True,2020-08-21 22:27:51+00:00,0,342,0,,,2020-08-21 22:29:45,2020
234,0,False,True,12,True,3,343,active,True,2020-08-21 08:51:37+00:00,0,343,0,,,2020-08-21 22:29:45,2020
235,0,False,True,19,True,0,344,active,True,2020-08-21 21:22:51+00:00,0,344,0,,,2020-08-21 22:29:45,2020
236,1,False,True,9,True,9,345,active,True,2020-08-21 22:24:29+00:00,0,345,0,,,2020-08-21 22:29:45,2020
237,0,False,True,15,True,0,346,active,True,2020-08-21 22:03:01+00:00,0,346,0,,,2020-08-21 22:29:45,2020
238,0,False,True,1,True,14,347,active,True,2020-08-21 18:50:00+00:00,0,347,0,,,2020-08-21 22:29:45,2020
239,0,False,True,8,True,7,348,active,True,2020-08-21 20:14:18+00:00,0,348,0,,,2020-08-21 22:29:45,2020
240,0,False,True,13,True,4,349,active,True,2020-08-21 18:44:35+00:00,0,349,0,,,2020-08-21 22:29:45,2020
241,0,False,True,5,True,12,350,active,True,2020-08-21 17:54:21+00:00,0,350,0,,,2020-08-21 22:29:45,2020
242,0,False,True,5,True,10,351,active,True,2020-08-21 22:11:47+00:00,0,351,0,,,2020-08-21 22:29:45,2020
243,0,False,True,5,True,10,352,active,True,2020-08-21 22:29:16+00:00,0,352,0,,,2020-08-21 22:29:45,2020
244,0,True,True,7,True,8,353,active,True,2020-08-21 13:30:07+00:00,0,353,0,,,2020-08-21 22:29:45,2020
245,0,False,True,12,True,3,354,active,True,2020-08-21 22:25:20+00:00,0,354,0,,,2020-08-21 22:29:45,2020
246,0,False,True,6,True,11,355,active,True,2020-08-21 22:26:47+00:00,0,355,0,,,2020-08-21 22:29:45,2020
247,0,False,True,10,True,13,356,active,True,2020-08-21 22:17:56+00:00,0,356,0,,,2020-08-21 22:29:45,2020
248,0,False,True,1,True,14,357,active,True,2020-08-21 22:18:19+00:00,0,357,0,,,2020-08-21 22:29:45,2020
249,0,False,True,9,True,10,358,active,True,2020-08-21 22:25:17+00:00,0,358,0,,,2020-08-21 22:29:45,2020
250,0,False,True,13,True,2,359,active,True,2020-08-21 22:29:25+00:00,0,359,0,,,2020-08-21 22:29:45,2020
251,0,False,True,15,True,0,360,active,True,2020-08-21 21:38:25+00:00,0,360,0,,,2020-08-21 22:29:45,2020
252,1,False,True,9,True,9,361,active,True,2020-08-21 22:09:12+00:00,0,361,0,,,2020-08-21 22:29:45,2020
253,0,False,True,13,True,6,362,active,True,2020-08-21 22:19:33+00:00,0,362,0,,,2020-08-21 22:29:45,2020
254,0,False,True,7,True,12,363,active,True,2020-08-21 22:18:18+00:00,0,363,0,,,2020-08-21 22:29:45,2020
255,1,False,True,16,True,2,364,active,True,2020-08-21 22:28:26+00:00,0,364,0,,,2020-08-21 22:29:45,2020
256,0,False,True,13,True,6,365,active,True,2020-08-21 22:23:02+00:00,0,365,0,,,2020-08-21 22:29:45,2020
257,0,False,False,0,True,0,366,out_of_service,True,1970-01-02 00:00:00+00:00,0,366,0,,,2020-08-21 22:29:45,1970
258,0,False,True,4,True,15,367,active,True,2020-08-21 16:29:35+00:00,0,367,0,,,2020-08-21 22:29:45,2020
259,0,False,True,13,True,2,368,active,True,2020-08-21 18:01:46+00:00,0,368,0,,,2020-08-21 22:29:45,2020
260,0,False,True,0,True,15,369,active,True,2020-08-21 22:26:31+00:00,0,369,0,,,2020-08-21 22:29:45,2020
261,0,False,True,11,True,8,370,active,True,2020-08-21 22:26:36+00:00,0,370,0,,,2020-08-21 22:29:45,2020
262,0,False,True,17,True,2,371,active,True,2020-08-21 22:25:52+00:00,0,371,0,,,2020-08-21 22:29:45,2020
263,0,False,True,9,True,10,372,active,True,2020-08-21 22:26:35+00:00,0,372,0,,,2020-08-21 22:29:45,2020
264,0,False,True,5,True,10,373,active,True,2020-08-21 15:23:46+00:00,0,373,0,,,2020-08-21 22:29:45,2020
265,1,False,True,5,True,13,374,active,True,2020-08-21 22:28:26+00:00,0,374,0,,,2020-08-21 22:29:45,2020
266,0,True,True,11,True,4,376,active,True,2020-08-21 22:29:05+00:00,0,376,0,,,2020-08-21 22:29:45,2020
267,0,False,True,15,True,4,377,active,True,2020-08-21 22:09:55+00:00,0,377,0,,,2020-08-21 22:29:45,2020
268,0,False,True,8,True,11,378,active,True,2020-08-21 22:15:03+00:00,0,378,0,,,2020-08-21 22:29:45,2020
269,0,False,True,1,True,14,379,active,True,2020-08-21 22:27:46+00:00,0,379,0,,,2020-08-21 22:29:45,2020
270,0,False,True,14,True,4,380,active,True,2020-08-21 22:14:57+00:00,0,380,0,,,2020-08-21 22:29:45,2020
271,0,False,True,15,True,4,381,active,True,2020-08-21 22:22:05+00:00,0,381,0,,,2020-08-21 22:29:45,2020
272,0,True,True,4,True,15,384,active,True,2020-08-21 22:26:26+00:00,0,384,0,,,2020-08-21 22:29:45,2020
273,0,False,True,14,True,0,385,active,True,2020-08-21 22:05:59+00:00,1,385,0,,,2020-08-21 22:29:45,2020
274,0,False,True,18,True,1,386,active,True,2020-08-21 22:25:23+00:00,0,386,0,,,2020-08-21 22:29:45,2020
275,0,False,True,7,True,8,387,active,True,2020-08-21 19:10:25+00:00,0,387,0,,,2020-08-21 22:29:45,2020
276,0,False,True,1,True,10,388,active,True,2020-08-21 22:02:33+00:00,0,388,0,,,2020-08-21 22:29:45,2020
277,0,False,True,8,True,6,389,active,True,2020-08-21 18:44:35+00:00,0,389,0,,,2020-08-21 22:29:45,2020
278,0,False,True,6,True,9,390,active,True,2020-08-21 17:53:00+00:00,0,390,0,,,2020-08-21 22:29:45,2020
279,0,False,True,3,True,12,391,active,True,2020-08-21 18:52:20+00:00,0,391,0,,,2020-08-21 22:29:45,2020
280,0,False,True,11,True,4,392,active,True,2020-08-21 21:41:34+00:00,0,392,0,,,2020-08-21 22:29:45,2020
281,0,False,True,6,True,9,393,active,True,2020-08-21 22:13:33+00:00,0,393,0,,,2020-08-21 22:29:45,2020
282,0,False,True,14,True,0,394,active,True,2020-08-20 09:00:38+00:00,0,394,0,,,2020-08-21 22:29:45,2020
283,0,False,True,3,True,12,395,active,True,2020-08-21 20:59:17+00:00,0,395,0,,,2020-08-21 22:29:45,2020
284,0,False,True,2,True,13,396,active,True,2020-08-21 16:20:39+00:00,0,396,0,,,2020-08-21 22:29:45,2020
285,0,False,True,5,True,10,397,active,True,2020-08-21 14:41:02+00:00,0,397,0,,,2020-08-21 22:29:45,2020
286,0,False,True,8,True,11,398,active,True,2020-08-21 22:03:59+00:00,0,398,0,,,2020-08-21 22:29:45,2020
287,1,False,True,6,True,8,399,active,True,2020-08-21 22:23:29+00:00,0,399,0,,,2020-08-21 22:29:45,2020
288,0,False,True,7,True,20,400,active,True,2020-08-21 22:28:30+00:00,0,400,0,,,2020-08-21 22:29:45,2020
289,0,False,True,1,True,14,401,active,True,2020-08-21 22:17:38+00:00,0,401,0,,,2020-08-21 22:29:45,2020
290,1,False,True,9,True,5,402,active,True,2020-08-21 22:16:34+00:00,0,402,0,,,2020-08-21 22:29:45,2020
291,1,False,True,13,True,1,403,active,True,2020-08-21 22:23:43+00:00,0,403,0,,,2020-08-21 22:29:45,2020
292,0,False,True,12,True,4,404,active,True,2020-08-21 22:28:39+00:00,0,404,0,,,2020-08-21 22:29:45,2020
293,0,False,True,3,True,16,405,active,True,2020-08-21 20:49:09+00:00,0,405,0,,,2020-08-21 22:29:45,2020
294,0,False,True,12,True,7,406,active,True,2020-08-21 22:04:20+00:00,0,406,0,,,2020-08-21 22:29:45,2020
295,1,False,True,17,True,1,407,active,True,2020-08-21 21:37:50+00:00,0,407,0,,,2020-08-21 22:29:45,2020
296,0,False,True,9,True,6,408,active,True,2020-08-21 22:16:46+00:00,0,408,0,,,2020-08-21 22:29:45,2020
297,1,False,True,13,True,5,409,active,True,2020-08-21 22:20:09+00:00,0,409,0,,,2020-08-21 22:29:45,2020
298,0,False,True,16,True,3,410,active,True,2020-08-21 22:27:08+00:00,0,410,0,,,2020-08-21 22:29:45,2020
299,0,False,True,11,True,4,411,active,True,2020-08-21 22:01:22+00:00,0,411,0,,,2020-08-21 22:29:45,2020
300,0,False,True,7,True,12,412,active,True,2020-08-21 22:17:29+00:00,0,412,0,,,2020-08-21 22:29:45,2020
301,2,False,True,7,True,10,413,active,True,2020-08-21 22:24:22+00:00,0,413,0,,,2020-08-21 22:29:45,2020
302,0,False,True,19,True,4,414,active,True,2020-08-21 22:20:59+00:00,0,414,0,,,2020-08-21 22:29:45,2020
303,0,False,True,7,True,12,415,active,True,2020-08-21 22:27:14+00:00,0,415,0,,,2020-08-21 22:29:45,2020
304,2,False,True,3,True,10,416,active,True,2020-08-21 22:29:38+00:00,0,416,0,,,2020-08-21 22:29:45,2020
305,0,False,True,15,True,4,417,active,True,2020-08-21 22:24:17+00:00,0,417,0,,,2020-08-21 22:29:45,2020
306,0,False,True,0,True,15,419,active,True,2020-08-21 22:01:41+00:00,0,419,0,,,2020-08-21 22:29:45,2020
307,0,False,False,0,False,0,420,out_of_service,False,1970-01-02 00:00:00+00:00,0,420,0,,,2020-08-21 22:29:45,1970
308,0,False,True,11,True,8,421,active,True,2020-08-21 20:02:09+00:00,0,421,0,,,2020-08-21 22:29:45,2020
309,0,False,True,10,True,5,422,active,True,2020-08-21 08:57:39+00:00,0,422,0,,,2020-08-21 22:29:45,2020
310,0,False,True,8,True,11,423,active,True,2020-08-21 21:56:35+00:00,0,423,0,,,2020-08-21 22:29:45,2020
311,0,False,True,13,True,6,424,active,True,2020-08-21 22:21:47+00:00,0,424,0,,,2020-08-21 22:29:45,2020
312,0,False,True,15,True,1,425,active,True,2020-08-21 18:48:46+00:00,0,425,0,,,2020-08-21 22:29:45,2020
313,0,False,True,11,True,16,426,active,True,2020-08-21 22:29:16+00:00,0,426,0,,,2020-08-21 22:29:45,2020
314,0,False,True,19,True,0,427,active,True,2020-08-20 16:52:50+00:00,0,427,0,,,2020-08-21 22:29:45,2020
315,0,False,True,18,True,1,428,active,True,2020-08-21 22:15:07+00:00,0,428,0,,,2020-08-21 22:29:45,2020
316,0,False,True,4,True,15,430,active,True,2020-08-20 23:16:43+00:00,0,430,0,,,2020-08-21 22:29:45,2020
317,0,False,True,14,True,1,431,active,True,2020-08-21 16:43:22+00:00,0,431,0,,,2020-08-21 22:29:45,2020
318,0,False,True,11,True,8,432,active,True,2020-08-21 22:04:36+00:00,0,432,0,,,2020-08-21 22:29:45,2020
319,0,False,True,14,True,5,433,active,True,2020-08-21 17:40:20+00:00,0,433,0,,,2020-08-21 22:29:45,2020
320,0,False,True,19,True,0,434,active,True,2020-08-21 08:57:21+00:00,0,434,0,,,2020-08-21 22:29:45,2020
321,0,False,True,7,True,8,435,active,True,2020-08-21 17:31:11+00:00,0,435,0,,,2020-08-21 22:29:45,2020
322,0,False,True,7,True,8,436,active,True,2020-08-21 22:02:08+00:00,0,436,0,,,2020-08-21 22:29:45,2020
323,0,False,True,18,True,1,437,active,True,2020-08-21 22:19:25+00:00,0,437,0,,,2020-08-21 22:29:45,2020
324,0,False,True,6,True,11,440,active,True,2020-08-21 21:11:34+00:00,0,440,0,,,2020-08-21 22:29:45,2020
325,0,False,True,0,True,19,441,active,True,2020-08-21 19:23:16+00:00,0,441,0,,,2020-08-21 22:29:45,2020
326,0,False,True,0,True,15,442,active,True,2020-08-21 21:19:35+00:00,0,442,0,,,2020-08-21 22:29:45,2020
327,0,False,True,17,True,2,443,active,True,2020-08-21 22:22:02+00:00,0,443,0,,,2020-08-21 22:29:45,2020
328,0,False,True,1,True,18,445,active,True,2020-08-21 22:16:27+00:00,0,445,0,,,2020-08-21 22:29:45,2020
329,0,False,True,8,True,4,446,active,True,2020-08-21 22:19:44+00:00,0,446,0,,,2020-08-21 22:29:45,2020
330,0,False,True,18,True,1,447,active,True,2020-08-21 20:33:12+00:00,0,447,0,,,2020-08-21 22:29:45,2020
331,0,False,True,6,True,5,448,active,True,2020-08-21 07:50:58+00:00,0,448,0,,,2020-08-21 22:29:45,2020
332,0,False,False,0,True,0,449,out_of_service,True,1970-01-02 00:00:00+00:00,0,449,0,,,2020-08-21 22:29:45,1970
333,0,False,True,15,True,0,450,active,True,2020-08-21 22:18:06+00:00,0,450,0,,,2020-08-21 22:29:45,2020
334,0,False,True,15,True,0,451,active,True,2020-08-21 22:00:00+00:00,0,451,0,,,2020-08-21 22:29:45,2020
335,0,False,True,9,True,6,452,active,True,2020-08-21 22:26:47+00:00,0,452,0,,,2020-08-21 22:29:45,2020
336,2,False,True,8,True,5,453,active,True,2020-08-21 22:14:42+00:00,0,453,0,,,2020-08-21 22:29:45,2020
337,0,False,True,8,True,7,454,active,True,2020-08-21 22:29:04+00:00,0,454,0,,,2020-08-21 22:29:45,2020
338,0,False,True,8,True,4,455,active,True,2020-08-21 22:29:30+00:00,0,455,0,,,2020-08-21 22:29:45,2020
339,0,False,True,17,True,2,456,active,True,2020-08-21 22:17:53+00:00,0,456,0,,,2020-08-21 22:29:45,2020
340,0,False,True,3,True,8,457,active,True,2020-08-21 21:42:33+00:00,0,457,0,,,2020-08-21 22:29:45,2020
341,0,False,True,3,True,8,458,active,True,2020-08-21 21:54:43+00:00,0,458,0,,,2020-08-21 22:29:45,2020
342,1,False,True,13,True,9,459,active,True,2020-08-21 22:27:29+00:00,0,459,0,,,2020-08-21 22:29:45,2020
