,num_bikes_available,valet,last_reported,is_returning,legacy_id,num_bikes_disabled,station_status,num_docks_disabled,num_ebikes_available,station_id,is_installed,is_renting,eightd_has_available_keys,num_docks_available,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,8,"{'off_dock_capacity': 0, 'valet_revision': 3, 'off_dock_count': 10, 'station_id': '74cb9bf6-bb53-4c70-88d2-67998b99628c', 'region': 'BOS', 'active': True, 'dock_blocked_count': 0}",2020-08-01 22:57:26+00:00,True,296,0,active,0,0,296,True,True,False,15,[{'id': 'e4cf42bb-42a8-4a72-9a2f-5f76a12e7a7a'}],2020-08-01 23:02:25,2020
1,1,,2020-08-01 23:00:46+00:00,True,3,0,active,0,0,3,True,True,True,14,,2020-08-01 23:02:25,2020
2,3,,2020-08-01 22:46:30+00:00,True,4,0,active,0,0,4,True,True,False,16,,2020-08-01 23:02:25,2020
3,2,,2020-08-01 23:00:07+00:00,True,5,0,active,0,0,5,True,True,False,13,,2020-08-01 23:02:25,2020
4,5,,2020-08-01 22:58:19+00:00,True,6,0,active,0,0,6,True,True,False,10,,2020-08-01 23:02:25,2020
5,12,,2020-08-01 22:41:15+00:00,True,7,0,active,0,0,7,True,True,False,3,,2020-08-01 23:02:25,2020
6,7,,2020-08-01 22:59:32+00:00,True,8,2,active,0,0,8,True,True,False,10,,2020-08-01 23:02:25,2020
7,5,,2020-08-01 22:06:01+00:00,True,9,0,active,0,0,9,True,True,False,10,,2020-08-01 23:02:25,2020
8,1,,2020-08-01 23:01:56+00:00,True,10,1,active,0,0,10,True,True,False,9,,2020-08-01 23:02:25,2020
9,1,,2020-08-01 22:50:52+00:00,True,11,1,active,0,0,11,True,True,False,13,,2020-08-01 23:02:25,2020
10,1,,2020-08-01 22:55:10+00:00,True,12,2,active,0,0,12,True,True,True,15,,2020-08-01 23:02:25,2020
11,12,,2020-08-01 22:51:44+00:00,True,13,0,active,0,0,13,True,True,False,7,,2020-08-01 23:02:25,2020
12,6,,2020-08-01 22:58:21+00:00,True,14,1,active,0,0,14,True,True,False,18,,2020-08-01 23:02:25,2020
13,7,,2020-08-01 22:26:42+00:00,True,15,1,active,0,0,15,True,True,False,7,,2020-08-01 23:02:25,2020
