,is_renting,legacy_id,num_docks_available,eightd_has_available_keys,num_bikes_available,is_returning,station_id,num_bikes_disabled,is_installed,num_docks_disabled,num_ebikes_available,station_status,last_reported,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
57,True,66,13,False,1,True,66,1,True,0,0,active,2020-08-18 22:11:53+00:00,,,2020-08-18 22:18:25,2020
58,True,67,14,True,13,True,67,0,True,0,0,active,2020-08-18 22:18:17+00:00,,,2020-08-18 22:18:25,2020
59,True,68,1,True,18,True,68,0,True,0,0,active,2020-08-18 22:16:15+00:00,,,2020-08-18 22:18:25,2020
60,True,69,6,True,13,True,69,0,True,0,0,active,2020-08-18 22:16:58+00:00,,,2020-08-18 22:18:25,2020
61,True,70,6,False,17,True,70,0,True,0,0,active,2020-08-18 22:17:11+00:00,,,2020-08-18 22:18:25,2020
62,True,71,13,False,10,True,71,0,True,0,0,active,2020-08-18 22:12:09+00:00,,,2020-08-18 22:18:25,2020
63,True,72,6,False,17,True,72,0,True,0,0,active,2020-08-18 22:17:44+00:00,,,2020-08-18 22:18:25,2020
64,True,73,1,False,11,True,73,3,True,0,0,active,2020-08-18 22:16:54+00:00,,,2020-08-18 22:18:25,2020
65,True,74,3,True,16,True,74,0,True,0,0,active,2020-08-18 22:16:19+00:00,,,2020-08-18 22:18:25,2020
66,True,75,7,False,8,True,75,0,True,0,0,active,2020-08-18 22:17:08+00:00,,,2020-08-18 22:18:25,2020
67,True,76,12,False,5,True,76,0,True,0,0,active,2020-08-18 22:17:42+00:00,,,2020-08-18 22:18:25,2020
68,True,77,7,False,8,True,77,0,True,0,0,active,2020-08-18 21:39:23+00:00,,,2020-08-18 22:18:25,2020
69,True,78,7,False,11,True,78,1,True,0,0,active,2020-08-18 22:16:54+00:00,,,2020-08-18 22:18:25,2020
70,True,79,7,False,12,True,79,0,True,0,0,active,2020-08-18 22:08:49+00:00,,,2020-08-18 22:18:25,2020
71,True,80,19,False,16,True,80,0,True,0,0,active,2020-08-18 22:15:13+00:00,,,2020-08-18 22:18:25,2020
72,True,81,6,False,12,True,81,1,True,0,0,active,2020-08-18 22:17:15+00:00,,,2020-08-18 22:18:25,2020
73,True,82,10,False,4,True,82,1,True,0,0,active,2020-08-18 21:49:53+00:00,,,2020-08-18 22:18:25,2020
74,True,84,5,False,10,True,84,0,True,0,0,active,2020-08-18 22:17:00+00:00,,,2020-08-18 22:18:25,2020
75,True,85,16,False,3,True,85,0,True,0,0,active,2020-08-18 22:13:10+00:00,,,2020-08-18 22:18:25,2020
76,True,86,17,False,1,True,86,1,True,0,0,active,2020-08-18 22:18:13+00:00,,,2020-08-18 22:18:25,2020
77,True,87,6,False,9,True,87,0,True,0,0,active,2020-08-18 22:16:25+00:00,,,2020-08-18 22:18:25,2020
78,True,89,10,False,9,True,89,0,True,0,0,active,2020-08-18 22:08:07+00:00,,,2020-08-18 22:18:25,2020
79,True,90,16,False,3,True,90,0,True,0,0,active,2020-08-18 22:14:18+00:00,,,2020-08-18 22:18:25,2020
80,True,91,16,False,2,True,91,1,True,0,0,active,2020-08-18 22:18:13+00:00,,,2020-08-18 22:18:25,2020
81,True,92,3,False,15,True,92,1,True,0,0,active,2020-08-18 21:43:52+00:00,,,2020-08-18 22:18:25,2020
82,True,93,1,False,12,True,93,2,True,0,0,active,2020-08-18 22:12:58+00:00,,,2020-08-18 22:18:25,2020
83,True,94,9,False,2,True,94,0,True,0,0,active,2020-08-18 21:45:51+00:00,,,2020-08-18 22:18:25,2020
84,True,95,9,False,3,True,95,3,True,0,0,active,2020-08-18 22:03:16+00:00,,,2020-08-18 22:18:25,2020
85,True,96,13,False,6,True,96,0,True,0,0,active,2020-08-18 22:14:04+00:00,,,2020-08-18 22:18:25,2020
86,True,97,7,False,10,True,97,2,True,0,0,active,2020-08-18 22:13:29+00:00,,,2020-08-18 22:18:25,2020
87,True,98,11,False,12,True,98,0,True,0,0,active,2020-08-18 22:06:36+00:00,,,2020-08-18 22:18:25,2020
88,True,99,0,False,13,True,99,2,True,0,0,active,2020-08-18 21:59:30+00:00,,,2020-08-18 22:18:25,2020
89,True,100,14,True,11,True,100,0,True,0,0,active,2020-08-18 21:47:53+00:00,,,2020-08-18 22:18:25,2020
90,True,101,11,False,4,True,101,0,True,0,0,active,2020-08-18 21:54:23+00:00,,,2020-08-18 22:18:25,2020
91,True,102,10,False,5,True,102,0,True,0,0,active,2020-08-18 22:04:33+00:00,,,2020-08-18 22:18:25,2020
92,True,103,11,False,4,True,103,0,True,0,0,active,2020-08-18 22:03:19+00:00,,,2020-08-18 22:18:25,2020
93,True,104,17,False,2,True,104,0,True,0,0,active,2020-08-18 22:08:25+00:00,,,2020-08-18 22:18:25,2020
94,True,105,11,False,8,True,105,0,True,0,0,active,2020-08-18 22:14:58+00:00,,,2020-08-18 22:18:25,2020
95,True,106,7,False,8,True,106,0,True,0,0,active,2020-08-18 20:26:10+00:00,,,2020-08-18 22:18:25,2020
96,True,107,16,False,1,True,107,2,True,0,0,active,2020-08-18 22:10:22+00:00,,,2020-08-18 22:18:25,2020
97,True,108,8,False,9,True,108,0,True,0,0,active,2020-08-18 22:11:21+00:00,,,2020-08-18 22:18:25,2020
98,True,109,29,False,5,True,109,1,True,0,0,active,2020-08-18 19:32:03+00:00,,,2020-08-18 22:18:25,2020
99,True,110,14,False,1,True,110,0,True,0,0,active,2020-08-18 22:12:28+00:00,,,2020-08-18 22:18:25,2020
100,True,111,12,False,3,True,111,0,True,0,0,active,2020-08-18 21:29:44+00:00,,,2020-08-18 22:18:25,2020
101,True,112,6,False,9,True,112,0,True,0,0,active,2020-08-18 21:33:28+00:00,,,2020-08-18 22:18:25,2020
102,True,113,13,False,1,True,113,1,True,0,0,active,2020-08-18 21:48:42+00:00,,,2020-08-18 22:18:25,2020
103,True,114,15,False,0,True,114,0,True,0,0,active,2020-08-18 22:05:27+00:00,,,2020-08-18 22:18:25,2020
104,True,115,3,False,16,True,115,0,True,0,0,active,2020-08-18 22:02:15+00:00,,,2020-08-18 22:18:25,2020
105,True,116,17,False,6,True,116,0,True,0,0,active,2020-08-18 22:14:23+00:00,,,2020-08-18 22:18:25,2020
106,True,117,14,False,5,True,117,0,True,0,0,active,2020-08-18 21:59:17+00:00,,,2020-08-18 22:18:25,2020
107,True,118,8,False,10,True,118,1,True,0,0,active,2020-08-18 22:18:14+00:00,,,2020-08-18 22:18:25,2020
108,True,119,8,False,6,True,119,1,True,0,0,active,2020-08-18 22:17:31+00:00,,,2020-08-18 22:18:25,2020
109,True,120,4,False,11,True,120,0,True,0,0,active,2020-08-18 22:13:02+00:00,,,2020-08-18 22:18:25,2020
110,True,121,16,False,0,True,121,1,True,0,0,active,2020-08-18 22:14:04+00:00,,,2020-08-18 22:18:25,2020
111,True,122,9,False,6,True,122,0,True,0,0,active,2020-08-18 22:17:43+00:00,,,2020-08-18 22:18:25,2020
112,True,124,14,False,1,True,124,0,True,0,0,active,2020-08-18 21:10:49+00:00,,,2020-08-18 22:18:25,2020
113,True,125,6,False,7,True,125,1,True,1,0,active,2020-08-18 22:09:06+00:00,,,2020-08-18 22:18:25,2020
114,True,126,4,False,10,True,126,1,True,0,0,active,2020-08-18 20:18:03+00:00,,,2020-08-18 22:18:25,2020
115,True,128,2,False,17,True,128,0,True,0,0,active,2020-08-18 21:57:25+00:00,,,2020-08-18 22:18:25,2020
116,True,129,5,False,14,True,129,0,True,0,0,active,2020-08-18 21:58:46+00:00,,,2020-08-18 22:18:25,2020
117,True,130,4,False,11,True,130,0,True,0,0,active,2020-08-18 21:54:24+00:00,,,2020-08-18 22:18:25,2020
118,True,131,13,False,5,True,131,0,True,0,0,active,2020-08-18 22:06:51+00:00,,,2020-08-18 22:18:25,2020
119,True,133,6,False,15,True,133,2,True,0,0,active,2020-08-18 22:14:45+00:00,,,2020-08-18 22:18:25,2020
120,True,135,16,False,1,True,135,0,True,0,0,active,2020-08-18 21:39:58+00:00,,,2020-08-18 22:18:25,2020
121,True,136,17,False,1,True,136,1,True,0,0,active,2020-08-18 22:01:10+00:00,,,2020-08-18 22:18:25,2020
122,True,137,6,False,9,True,137,0,True,0,0,active,2020-08-18 21:52:30+00:00,,,2020-08-18 22:18:25,2020
123,True,138,6,False,8,True,138,1,True,0,0,active,2020-08-18 22:02:24+00:00,,,2020-08-18 22:18:25,2020
124,True,139,13,False,6,True,139,0,True,0,0,active,2020-08-18 22:17:33+00:00,,,2020-08-18 22:18:25,2020
125,True,140,8,False,9,True,140,0,True,0,0,active,2020-08-18 22:17:31+00:00,,,2020-08-18 22:18:25,2020
126,True,141,4,False,11,True,141,0,True,0,0,active,2020-08-18 22:10:58+00:00,,,2020-08-18 22:18:25,2020
127,True,142,6,False,17,True,142,0,True,0,0,active,2020-08-18 22:15:51+00:00,,,2020-08-18 22:18:25,2020
128,True,143,15,False,7,True,143,1,True,0,0,active,2020-08-18 22:16:46+00:00,,,2020-08-18 22:18:25,2020
129,True,144,2,False,17,True,144,0,True,0,0,active,2020-08-18 21:26:41+00:00,,,2020-08-18 22:18:25,2020
130,True,145,6,False,12,True,145,1,True,0,0,active,2020-08-18 22:03:50+00:00,,,2020-08-18 22:18:25,2020
131,True,146,10,False,7,True,146,2,True,0,0,active,2020-08-18 22:12:08+00:00,,,2020-08-18 22:18:25,2020
132,True,149,2,True,15,True,149,1,True,0,0,active,2020-08-18 22:16:18+00:00,,,2020-08-18 22:18:25,2020
133,True,150,8,False,10,True,150,1,True,0,0,active,2020-08-18 22:17:38+00:00,,,2020-08-18 22:18:25,2020
134,True,151,6,False,13,True,151,0,True,0,0,active,2020-08-18 22:17:34+00:00,,,2020-08-18 22:18:25,2020
135,True,152,3,True,12,True,152,0,True,0,0,active,2020-08-18 22:16:14+00:00,,,2020-08-18 22:18:25,2020
136,True,156,10,False,4,True,156,1,True,0,0,active,2020-08-18 22:07:02+00:00,,,2020-08-18 22:18:25,2020
137,True,157,2,False,11,True,157,2,True,0,0,active,2020-08-18 22:15:49+00:00,,,2020-08-18 22:18:25,2020
138,True,159,13,False,2,True,159,0,True,0,0,active,2020-08-18 22:14:59+00:00,,,2020-08-18 22:18:25,2020
139,True,160,6,True,8,True,160,0,True,0,0,active,2020-08-18 21:37:18+00:00,,,2020-08-18 22:18:25,2020
140,True,161,11,True,11,True,161,1,True,0,0,active,2020-08-18 22:13:12+00:00,,,2020-08-18 22:18:25,2020
141,True,162,10,False,5,True,162,0,True,0,0,active,2020-08-18 21:45:55+00:00,,,2020-08-18 22:18:25,2020
142,True,163,15,True,4,True,163,0,True,0,0,active,2020-08-18 22:11:01+00:00,,,2020-08-18 22:18:25,2020
143,True,167,10,False,5,True,167,0,True,0,0,active,2020-08-18 22:08:15+00:00,,,2020-08-18 22:18:25,2020
144,True,169,19,False,0,True,169,0,True,0,0,active,2020-08-18 22:08:47+00:00,,,2020-08-18 22:18:25,2020
145,True,170,13,True,1,True,170,0,True,0,0,active,2020-08-18 21:27:50+00:00,,,2020-08-18 22:18:25,2020
146,True,171,20,True,3,True,171,0,True,0,0,active,2020-08-18 21:29:39+00:00,,,2020-08-18 22:18:25,2020
147,True,173,4,True,10,True,173,0,True,0,0,active,2020-08-18 22:09:52+00:00,,,2020-08-18 22:18:25,2020
148,True,174,12,False,3,True,174,0,True,0,0,active,2020-08-18 22:15:17+00:00,,,2020-08-18 22:18:25,2020
149,True,175,12,True,5,True,175,0,True,0,0,active,2020-08-18 22:11:41+00:00,,,2020-08-18 22:18:25,2020
150,True,176,8,False,7,True,176,0,True,0,0,active,2020-08-18 19:55:55+00:00,,,2020-08-18 22:18:25,2020
151,True,177,8,False,11,True,177,0,True,0,0,active,2020-08-18 22:16:19+00:00,,,2020-08-18 22:18:25,2020
152,True,178,16,False,3,True,178,0,True,0,0,active,2020-08-18 22:14:17+00:00,,,2020-08-18 22:18:25,2020
153,True,179,7,False,18,True,179,0,True,0,0,active,2020-08-18 22:16:32+00:00,,,2020-08-18 22:18:25,2020
154,True,180,5,False,14,True,180,0,True,0,0,active,2020-08-18 21:25:08+00:00,,,2020-08-18 22:18:25,2020
155,True,181,8,False,11,True,181,0,True,0,0,active,2020-08-18 21:35:02+00:00,,,2020-08-18 22:18:25,2020
156,True,182,15,True,4,True,182,0,True,0,0,active,2020-08-18 22:14:37+00:00,,,2020-08-18 22:18:25,2020
157,True,183,8,False,11,True,183,0,True,0,0,active,2020-08-18 22:14:28+00:00,,,2020-08-18 22:18:25,2020
158,True,184,12,False,7,True,184,0,True,0,0,active,2020-08-18 22:12:00+00:00,,,2020-08-18 22:18:25,2020
159,True,185,14,False,0,True,185,1,True,0,0,active,2020-08-18 21:57:40+00:00,,,2020-08-18 22:18:25,2020
160,True,186,13,True,2,True,186,0,True,0,0,active,2020-08-18 22:11:43+00:00,,,2020-08-18 22:18:25,2020
161,True,187,6,False,9,True,187,0,True,0,0,active,2020-08-18 21:09:42+00:00,,,2020-08-18 22:18:25,2020
162,True,188,3,False,12,True,188,0,True,0,0,active,2020-08-18 21:59:18+00:00,,,2020-08-18 22:18:25,2020
163,True,189,6,True,17,True,189,0,True,0,0,active,2020-08-18 22:08:57+00:00,,,2020-08-18 22:18:25,2020
164,True,190,19,True,17,True,190,1,True,0,0,active,2020-08-18 22:17:30+00:00,,,2020-08-18 22:18:25,2020
165,True,191,12,False,3,True,191,0,True,0,0,active,2020-08-18 21:27:54+00:00,,,2020-08-18 22:18:25,2020
166,True,192,19,False,0,True,192,0,True,0,0,active,2020-08-18 22:05:26+00:00,,,2020-08-18 22:18:25,2020
167,True,193,15,True,0,True,193,0,True,0,0,active,2020-08-18 21:45:34+00:00,,,2020-08-18 22:18:25,2020
168,True,194,14,False,2,True,194,3,True,0,0,active,2020-08-18 21:44:37+00:00,,,2020-08-18 22:18:25,2020
169,True,195,20,False,3,True,195,0,True,0,0,active,2020-08-18 22:17:52+00:00,,,2020-08-18 22:18:25,2020
170,True,196,10,False,0,True,196,0,True,0,0,active,2020-08-18 21:20:25+00:00,,,2020-08-18 22:18:25,2020
171,True,197,6,False,9,True,197,0,True,0,0,active,2020-08-18 21:12:39+00:00,,,2020-08-18 22:18:25,2020
172,True,199,6,False,9,True,199,0,True,0,0,active,2020-08-18 21:21:35+00:00,,,2020-08-18 22:18:25,2020
173,True,200,6,False,13,True,200,0,True,0,0,active,2020-08-18 22:16:24+00:00,,,2020-08-18 22:18:25,2020
174,True,201,10,False,5,True,201,0,True,0,0,active,2020-08-18 21:06:14+00:00,,,2020-08-18 22:18:25,2020
175,True,202,12,False,3,True,202,0,True,0,0,active,2020-08-18 21:38:52+00:00,,,2020-08-18 22:18:25,2020
176,True,203,7,False,7,True,203,1,True,0,0,active,2020-08-18 21:16:29+00:00,,,2020-08-18 22:18:25,2020
177,True,204,13,False,2,True,204,0,True,0,0,active,2020-08-18 21:52:14+00:00,,,2020-08-18 22:18:25,2020
178,True,205,12,False,3,True,205,0,True,0,0,active,2020-08-18 21:47:42+00:00,,,2020-08-18 22:18:25,2020
179,True,206,18,True,4,True,206,1,True,0,0,active,2020-08-18 22:13:17+00:00,,,2020-08-18 22:18:25,2020
180,True,208,5,True,10,True,208,0,True,0,0,active,2020-08-18 22:17:45+00:00,,,2020-08-18 22:18:25,2020
181,True,209,2,False,12,True,209,1,True,0,0,active,2020-08-18 21:20:16+00:00,,,2020-08-18 22:18:25,2020
182,True,210,11,False,3,True,210,1,True,0,0,active,2020-08-18 18:50:30+00:00,,,2020-08-18 22:18:25,2020
183,True,211,13,False,6,True,211,0,True,0,0,active,2020-08-18 22:13:49+00:00,,,2020-08-18 22:18:25,2020
184,True,212,30,False,3,True,212,0,True,0,0,active,2020-08-18 21:52:56+00:00,,,2020-08-18 22:18:25,2020
185,True,213,16,True,0,True,213,0,True,0,0,active,2020-08-18 21:21:10+00:00,,,2020-08-18 22:18:25,2020
186,True,214,6,False,9,True,214,0,True,0,0,active,2020-08-18 22:17:17+00:00,,,2020-08-18 22:18:25,2020
187,True,215,4,False,9,True,215,2,True,0,0,active,2020-08-18 22:17:02+00:00,,,2020-08-18 22:18:25,2020
188,True,216,1,False,18,True,216,0,True,0,0,active,2020-08-18 22:14:00+00:00,,,2020-08-18 22:18:25,2020
189,True,217,7,False,11,True,217,1,True,0,0,active,2020-08-18 21:34:21+00:00,,,2020-08-18 22:18:25,2020
190,True,218,2,False,11,True,218,2,True,0,0,active,2020-08-18 22:15:30+00:00,,,2020-08-18 22:18:25,2020
191,True,219,13,False,2,True,219,0,True,0,0,active,2020-08-18 21:48:43+00:00,,,2020-08-18 22:18:25,2020
192,True,221,15,False,3,True,221,1,True,0,0,active,2020-08-18 22:15:22+00:00,,,2020-08-18 22:18:25,2020
193,True,222,13,True,1,True,222,0,True,0,0,active,2020-08-18 21:53:58+00:00,,,2020-08-18 22:18:25,2020
194,True,224,3,False,13,True,224,1,True,0,0,active,2020-08-18 22:12:18+00:00,,,2020-08-18 22:18:25,2020
195,True,225,7,False,10,True,225,2,True,0,0,active,2020-08-18 22:02:45+00:00,,,2020-08-18 22:18:25,2020
196,True,226,13,False,1,True,226,1,True,0,0,active,2020-08-18 22:16:14+00:00,,,2020-08-18 22:18:25,2020
197,True,227,15,False,2,True,227,2,True,0,0,active,2020-08-18 21:57:15+00:00,,,2020-08-18 22:18:25,2020
198,True,228,12,False,7,True,228,0,True,0,0,active,2020-08-18 21:47:13+00:00,,,2020-08-18 22:18:25,2020
199,True,232,11,False,0,True,232,0,True,0,0,active,2020-08-18 22:06:45+00:00,,,2020-08-18 22:18:25,2020
200,True,233,12,False,2,True,233,1,True,0,0,active,2020-08-18 22:16:18+00:00,,,2020-08-18 22:18:25,2020
201,True,234,12,False,3,True,234,0,True,0,0,active,2020-08-18 21:37:50+00:00,,,2020-08-18 22:18:25,2020
202,True,235,6,False,9,True,235,0,True,0,0,active,2020-08-18 20:18:49+00:00,,,2020-08-18 22:18:25,2020
203,True,236,10,False,5,True,236,0,True,0,0,active,2020-08-18 22:13:11+00:00,,,2020-08-18 22:18:25,2020
204,True,239,5,False,10,True,239,0,True,0,0,active,2020-08-18 22:17:59+00:00,,,2020-08-18 22:18:25,2020
205,True,255,8,False,7,True,255,0,True,0,0,active,2020-08-18 19:37:34+00:00,,,2020-08-18 22:18:25,2020
206,True,258,7,False,8,True,258,0,True,0,0,active,2020-08-18 11:20:18+00:00,,,2020-08-18 22:18:25,2020
207,True,259,5,False,10,True,259,0,True,0,0,active,2020-08-18 17:28:18+00:00,,,2020-08-18 22:18:25,2020
208,True,260,10,False,5,True,260,0,True,0,0,active,2020-08-18 21:49:05+00:00,,,2020-08-18 22:18:25,2020
209,True,271,3,False,12,True,271,0,True,0,0,active,2020-08-18 22:02:25+00:00,,,2020-08-18 22:18:25,2020
210,True,272,7,False,12,True,272,0,True,0,0,active,2020-08-18 21:45:45+00:00,,,2020-08-18 22:18:25,2020
211,True,273,16,False,24,True,273,0,True,0,0,active,2020-08-18 22:00:59+00:00,,,2020-08-18 22:18:25,2020
212,True,279,0,False,19,True,279,0,True,0,0,active,2020-08-18 22:09:56+00:00,,,2020-08-18 22:18:25,2020
213,True,280,8,False,11,True,280,0,True,0,0,active,2020-08-18 22:10:31+00:00,,,2020-08-18 22:18:25,2020
214,True,282,6,False,9,True,282,0,True,0,0,active,2020-08-18 22:09:17+00:00,,,2020-08-18 22:18:25,2020
215,True,296,14,False,8,True,296,1,True,0,0,active,2020-08-18 22:14:11+00:00,,,2020-08-18 22:18:25,2020
216,True,318,9,False,10,True,318,0,True,0,0,active,2020-08-18 22:15:00+00:00,,,2020-08-18 22:18:25,2020
217,True,319,18,False,7,True,319,0,True,0,0,active,2020-08-18 22:16:43+00:00,,,2020-08-18 22:18:25,2020
218,True,327,12,False,3,True,327,0,True,0,0,active,2020-08-18 21:24:44+00:00,,,2020-08-18 22:18:25,2020
219,True,328,9,False,6,True,328,0,True,0,0,active,2020-08-18 22:16:21+00:00,,,2020-08-18 22:18:25,2020
220,True,329,1,False,13,True,329,1,True,0,0,active,2020-08-18 21:14:17+00:00,,,2020-08-18 22:18:25,2020
221,True,330,12,False,2,True,330,1,True,0,0,active,2020-08-18 21:30:25+00:00,,,2020-08-18 22:18:25,2020
222,True,331,2,False,13,True,331,0,True,0,0,active,2020-08-18 22:06:19+00:00,,,2020-08-18 22:18:25,2020
