,num_bikes_available,is_installed,last_reported,station_id,eightd_has_available_keys,station_status,num_docks_available,num_ebikes_available,num_bikes_disabled,is_returning,legacy_id,is_renting,num_docks_disabled,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
23,11,True,2020-08-04 19:52:30+00:00,27,False,active,12,0,0,True,27,True,0,,,2020-08-04 20:16:00,2020
24,10,True,2020-08-04 20:06:14+00:00,29,False,active,5,0,0,True,29,True,0,,,2020-08-04 20:16:00,2020
25,12,True,2020-08-04 20:03:15+00:00,30,False,active,3,0,0,True,30,True,0,,,2020-08-04 20:16:00,2020
26,2,True,2020-08-04 19:52:38+00:00,31,True,active,17,0,0,True,31,True,0,,,2020-08-04 20:16:00,2020
27,8,True,2020-08-04 20:06:24+00:00,32,False,active,7,0,0,True,32,True,0,,,2020-08-04 20:16:00,2020
28,6,True,2020-08-04 20:09:21+00:00,33,False,active,20,0,1,True,33,True,0,,,2020-08-04 20:16:00,2020
29,10,True,2020-08-04 20:12:37+00:00,35,False,active,13,0,0,True,35,True,0,,,2020-08-04 20:16:00,2020
30,16,True,2020-08-04 19:37:05+00:00,36,True,active,17,0,0,True,36,True,0,,,2020-08-04 20:16:00,2020
31,12,True,2020-08-04 20:09:28+00:00,37,True,active,3,0,0,True,37,True,0,,,2020-08-04 20:16:00,2020
32,10,True,2020-08-04 20:04:05+00:00,39,False,active,11,0,2,True,39,True,0,,,2020-08-04 20:16:00,2020
33,4,True,2020-08-04 20:05:39+00:00,40,False,active,13,0,2,True,40,True,0,,,2020-08-04 20:16:00,2020
34,7,True,2020-08-04 20:01:24+00:00,41,True,active,16,0,3,True,41,True,1,,,2020-08-04 20:16:00,2020
35,6,True,2020-08-04 20:12:23+00:00,42,False,active,16,0,1,True,42,True,0,,,2020-08-04 20:16:00,2020
36,9,True,2020-08-04 19:53:54+00:00,43,True,active,6,0,0,True,43,True,0,,,2020-08-04 20:16:00,2020
37,19,True,2020-08-04 19:40:29+00:00,44,False,active,4,0,0,True,44,True,0,,,2020-08-04 20:16:00,2020
38,8,True,2020-08-04 20:15:24+00:00,46,False,active,11,0,0,True,46,True,0,,,2020-08-04 20:16:00,2020
39,7,True,2020-08-04 20:02:43+00:00,47,True,active,12,0,0,True,47,True,0,,,2020-08-04 20:16:00,2020
40,5,True,2020-08-04 19:52:32+00:00,48,False,active,14,0,0,True,48,True,0,,,2020-08-04 20:16:00,2020
41,13,True,2020-08-04 20:14:37+00:00,49,False,active,4,0,1,True,49,True,0,,,2020-08-04 20:16:00,2020
42,12,True,2020-08-04 19:47:46+00:00,50,True,active,1,0,2,True,50,True,0,,,2020-08-04 20:16:00,2020
43,5,True,2020-08-04 19:38:26+00:00,51,False,active,9,0,1,True,51,True,0,,,2020-08-04 20:16:00,2020
44,14,True,2020-08-04 20:07:38+00:00,52,True,active,8,0,1,True,52,True,0,,,2020-08-04 20:16:00,2020
45,8,True,2020-08-04 20:15:24+00:00,53,False,active,11,0,0,True,53,True,0,,,2020-08-04 20:16:00,2020
46,13,True,2020-08-04 19:43:54+00:00,54,False,active,1,0,1,True,54,True,0,,,2020-08-04 20:16:00,2020
47,7,True,2020-08-04 19:55:12+00:00,55,False,active,8,0,0,True,55,True,0,,,2020-08-04 20:16:00,2020
48,7,True,2020-08-04 19:41:30+00:00,56,True,active,11,0,0,True,56,True,0,,,2020-08-04 20:16:00,2020
49,5,True,2020-08-04 20:12:59+00:00,57,True,active,8,0,1,True,57,True,0,,,2020-08-04 20:16:00,2020
50,6,True,2020-08-04 19:42:09+00:00,58,True,active,12,0,1,True,58,True,0,,,2020-08-04 20:16:00,2020
51,7,True,2020-08-04 20:10:07+00:00,59,True,active,11,0,1,True,59,True,0,,,2020-08-04 20:16:00,2020
52,11,True,2020-08-04 20:15:33+00:00,60,False,active,8,0,0,True,60,True,0,,,2020-08-04 20:16:00,2020
53,7,True,2020-08-04 20:01:50+00:00,61,False,active,11,0,1,True,61,True,0,,,2020-08-04 20:16:00,2020
54,6,True,2020-08-04 19:44:51+00:00,63,False,active,9,0,0,True,63,True,0,,,2020-08-04 20:16:00,2020
55,16,True,2020-08-04 20:07:14+00:00,64,False,active,3,0,0,True,64,True,0,,,2020-08-04 20:16:00,2020
56,6,True,2020-08-04 16:26:16+00:00,65,False,active,16,0,1,True,65,True,0,,,2020-08-04 20:16:00,2020
57,0,True,2020-08-04 20:05:36+00:00,66,False,active,15,0,0,True,66,True,0,,,2020-08-04 20:16:00,2020
58,8,True,2020-08-04 20:14:14+00:00,67,True,active,19,0,0,True,67,True,0,,,2020-08-04 20:16:00,2020
59,2,True,2020-08-04 20:13:44+00:00,68,True,active,16,0,1,True,68,True,0,,,2020-08-04 20:16:00,2020
60,4,True,2020-08-04 20:15:37+00:00,69,True,active,15,0,0,True,69,True,0,,,2020-08-04 20:16:00,2020
61,18,True,2020-08-04 19:52:55+00:00,70,False,active,5,0,0,True,70,True,0,,,2020-08-04 20:16:00,2020
62,15,True,2020-08-04 20:01:36+00:00,71,False,active,8,0,0,True,71,True,0,,,2020-08-04 20:16:00,2020
63,4,True,2020-08-04 20:10:39+00:00,72,False,active,19,0,0,True,72,True,0,,,2020-08-04 20:16:00,2020
64,2,True,2020-08-04 19:34:45+00:00,73,False,active,13,0,0,True,73,True,0,,,2020-08-04 20:16:00,2020
65,8,True,2020-08-04 20:03:31+00:00,74,True,active,11,0,0,True,74,True,0,,,2020-08-04 20:16:00,2020
66,3,True,2020-08-04 19:37:42+00:00,75,False,active,12,0,0,True,75,True,0,,,2020-08-04 20:16:00,2020
67,4,True,2020-08-04 20:14:43+00:00,76,False,active,13,0,0,True,76,True,0,,,2020-08-04 20:16:00,2020
68,6,True,2020-08-04 20:09:01+00:00,77,False,active,9,0,0,True,77,True,0,,,2020-08-04 20:16:00,2020
69,15,True,2020-08-04 20:02:38+00:00,78,False,active,4,0,0,True,78,True,0,,,2020-08-04 20:16:00,2020
70,3,True,2020-08-04 20:12:58+00:00,79,False,active,16,0,0,True,79,True,0,,,2020-08-04 20:16:00,2020
71,34,True,2020-08-04 20:02:07+00:00,80,False,active,0,0,1,True,80,True,0,,,2020-08-04 20:16:00,2020
72,4,True,2020-08-04 19:53:59+00:00,81,False,active,14,0,1,True,81,True,0,,,2020-08-04 20:16:00,2020
73,11,True,2020-08-04 19:44:29+00:00,82,False,active,4,0,0,True,82,True,0,,,2020-08-04 20:16:00,2020
74,2,True,2020-08-04 20:13:07+00:00,84,False,active,13,0,0,True,84,True,0,,,2020-08-04 20:16:00,2020
75,5,True,2020-08-04 20:09:17+00:00,85,False,active,12,0,2,True,85,True,0,,,2020-08-04 20:16:00,2020
76,13,True,2020-08-04 20:13:06+00:00,86,False,active,5,0,1,True,86,True,0,,,2020-08-04 20:16:00,2020
77,6,True,2020-08-04 20:05:06+00:00,87,False,active,8,0,1,True,87,True,0,,,2020-08-04 20:16:00,2020
78,13,True,2020-08-04 19:51:17+00:00,89,False,active,5,0,1,True,89,True,0,,,2020-08-04 20:16:00,2020
79,7,True,2020-08-04 20:08:37+00:00,90,False,active,11,0,1,True,90,True,0,,,2020-08-04 20:16:00,2020
80,6,True,2020-08-04 20:12:06+00:00,91,False,active,11,0,2,True,91,True,0,,,2020-08-04 20:16:00,2020
81,15,True,2020-08-04 17:12:55+00:00,92,False,active,4,0,0,True,92,True,0,,,2020-08-04 20:16:00,2020
82,10,True,2020-08-04 19:43:17+00:00,93,False,active,4,0,1,True,93,True,0,,,2020-08-04 20:16:00,2020
83,7,True,2020-08-04 20:15:11+00:00,94,False,active,2,0,2,True,94,True,0,,,2020-08-04 20:16:00,2020
84,11,True,2020-08-04 20:07:16+00:00,95,False,active,4,0,0,True,95,True,0,,,2020-08-04 20:16:00,2020
85,9,True,2020-08-04 19:58:47+00:00,96,False,active,10,0,0,True,96,True,0,,,2020-08-04 20:16:00,2020
86,9,True,2020-08-04 20:09:18+00:00,97,False,active,9,0,1,True,97,True,0,,,2020-08-04 20:16:00,2020
87,9,True,2020-08-04 20:13:58+00:00,98,False,active,14,0,0,True,98,True,0,,,2020-08-04 20:16:00,2020
88,7,True,2020-08-04 19:45:40+00:00,99,False,active,8,0,0,True,99,True,0,,,2020-08-04 20:16:00,2020
89,17,True,2020-08-04 20:01:32+00:00,100,True,active,7,0,1,True,100,True,0,,,2020-08-04 20:16:00,2020
90,15,True,2020-08-04 19:20:52+00:00,101,False,active,0,0,0,True,101,True,0,,,2020-08-04 20:16:00,2020
91,9,True,2020-08-04 20:00:16+00:00,102,False,active,5,0,1,True,102,True,0,,,2020-08-04 20:16:00,2020
92,1,True,2020-08-04 18:24:46+00:00,103,False,active,14,0,0,True,103,True,0,,,2020-08-04 20:16:00,2020
93,4,True,2020-08-04 19:29:00+00:00,104,False,active,15,0,0,True,104,True,0,,,2020-08-04 20:16:00,2020
94,2,True,2020-08-04 20:12:09+00:00,105,False,active,17,0,0,True,105,True,0,,,2020-08-04 20:16:00,2020
95,2,True,2020-08-04 18:02:03+00:00,106,False,active,13,0,0,True,106,True,0,,,2020-08-04 20:16:00,2020
96,12,True,2020-08-04 20:14:40+00:00,107,False,active,7,0,0,True,107,True,0,,,2020-08-04 20:16:00,2020
97,10,True,2020-08-04 19:16:16+00:00,108,False,active,6,0,1,True,108,True,0,,,2020-08-04 20:16:00,2020
98,11,True,2020-08-04 18:13:59+00:00,109,False,active,22,0,2,True,109,True,0,,,2020-08-04 20:16:00,2020
99,12,True,2020-08-04 19:57:01+00:00,110,False,active,3,0,0,True,110,True,0,,,2020-08-04 20:16:00,2020
100,1,True,2020-08-04 19:14:24+00:00,111,False,active,14,0,0,True,111,True,0,,,2020-08-04 20:16:00,2020
101,11,True,2020-08-04 19:56:17+00:00,112,False,active,4,0,0,True,112,True,0,,,2020-08-04 20:16:00,2020
102,15,True,2020-08-04 20:07:28+00:00,113,False,active,0,0,0,True,113,True,0,,,2020-08-04 20:16:00,2020
103,11,True,2020-08-04 18:12:28+00:00,114,False,active,4,0,0,True,114,True,0,,,2020-08-04 20:16:00,2020
104,15,True,2020-08-04 19:55:02+00:00,115,False,active,4,0,0,True,115,True,0,,,2020-08-04 20:16:00,2020
105,17,True,2020-08-04 20:03:14+00:00,116,False,active,6,0,0,True,116,True,0,,,2020-08-04 20:16:00,2020
106,5,True,2020-08-04 17:44:26+00:00,117,False,active,14,0,0,True,117,True,0,,,2020-08-04 20:16:00,2020
107,17,True,2020-08-04 20:00:38+00:00,118,False,active,2,0,0,True,118,True,0,,,2020-08-04 20:16:00,2020
108,6,True,2020-08-04 20:06:56+00:00,119,False,active,9,0,0,True,119,True,0,,,2020-08-04 20:16:00,2020
109,6,True,2020-08-04 20:00:56+00:00,120,False,active,9,0,0,True,120,True,0,,,2020-08-04 20:16:00,2020
110,2,True,2020-08-04 19:50:26+00:00,121,False,active,15,0,0,True,121,True,0,,,2020-08-04 20:16:00,2020
111,4,True,2020-08-04 20:03:47+00:00,122,False,active,10,0,1,True,122,True,0,,,2020-08-04 20:16:00,2020
112,2,True,2020-08-04 19:19:55+00:00,124,False,active,13,0,0,True,124,True,0,,,2020-08-04 20:16:00,2020
113,3,True,2020-08-04 19:41:51+00:00,125,False,active,12,0,0,True,125,True,0,,,2020-08-04 20:16:00,2020
114,2,True,2020-08-04 19:26:30+00:00,126,False,active,13,0,0,True,126,True,0,,,2020-08-04 20:16:00,2020
115,13,True,2020-08-04 16:32:26+00:00,128,False,active,6,0,0,True,128,True,0,,,2020-08-04 20:16:00,2020
116,13,True,2020-08-04 19:29:45+00:00,129,False,active,6,0,0,True,129,True,0,,,2020-08-04 20:16:00,2020
117,13,True,2020-08-04 17:43:37+00:00,130,False,active,2,0,0,True,130,True,0,,,2020-08-04 20:16:00,2020
118,9,True,2020-08-04 19:47:24+00:00,131,False,active,9,0,0,True,131,True,0,,,2020-08-04 20:16:00,2020
119,10,True,2020-08-04 20:08:53+00:00,133,False,active,12,0,1,True,133,True,0,,,2020-08-04 20:16:00,2020
120,12,True,2020-08-04 18:45:12+00:00,135,False,active,5,0,0,True,135,True,0,,,2020-08-04 20:16:00,2020
121,17,True,2020-08-04 17:59:40+00:00,136,False,active,1,0,1,True,136,True,0,,,2020-08-04 20:16:00,2020
122,5,True,2020-08-04 19:35:22+00:00,137,False,active,10,0,0,True,137,True,0,,,2020-08-04 20:16:00,2020
123,11,True,2020-08-04 20:01:01+00:00,138,False,active,3,0,1,True,138,True,0,,,2020-08-04 20:16:00,2020
124,0,True,2020-08-04 20:15:03+00:00,139,False,active,19,0,0,True,139,True,0,,,2020-08-04 20:16:00,2020
125,17,True,2020-08-04 19:38:28+00:00,140,False,active,0,0,0,True,140,True,0,,,2020-08-04 20:16:00,2020
126,9,True,2020-08-04 19:25:10+00:00,141,False,active,6,0,0,True,141,True,0,,,2020-08-04 20:16:00,2020
127,9,True,2020-08-04 18:14:53+00:00,142,False,active,12,0,2,True,142,True,0,,,2020-08-04 20:16:00,2020
128,7,True,2020-08-04 19:38:26+00:00,143,False,active,15,0,1,True,143,True,0,,,2020-08-04 20:16:00,2020
129,2,True,2020-08-04 20:07:36+00:00,144,False,active,17,0,0,True,144,True,0,,,2020-08-04 20:16:00,2020
130,15,True,2020-08-04 19:53:50+00:00,145,False,active,4,0,0,True,145,True,0,,,2020-08-04 20:16:00,2020
131,16,True,2020-08-04 20:07:38+00:00,146,False,active,1,0,2,True,146,True,0,,,2020-08-04 20:16:00,2020
132,6,True,2020-08-04 20:01:55+00:00,149,True,active,12,0,0,True,149,True,0,,,2020-08-04 20:16:00,2020
133,3,True,2020-08-04 19:30:15+00:00,150,False,active,16,0,0,True,150,True,0,,,2020-08-04 20:16:00,2020
134,13,True,2020-08-04 20:12:35+00:00,151,False,active,6,0,0,True,151,True,0,,,2020-08-04 20:16:00,2020
135,12,True,2020-08-04 19:46:50+00:00,152,True,active,3,0,0,True,152,True,0,,,2020-08-04 20:16:00,2020
136,4,True,2020-08-04 18:54:34+00:00,156,False,active,11,0,0,True,156,True,0,,,2020-08-04 20:16:00,2020
137,10,True,2020-08-04 20:14:30+00:00,157,False,active,2,0,3,True,157,True,0,,,2020-08-04 20:16:00,2020
138,2,True,2020-08-04 20:07:59+00:00,159,False,active,12,0,1,True,159,True,0,,,2020-08-04 20:16:00,2020
139,1,True,2020-08-04 19:02:09+00:00,160,True,active,12,0,1,True,160,True,0,,,2020-08-04 20:16:00,2020
140,6,True,2020-08-04 20:12:28+00:00,161,True,active,17,0,0,True,161,True,0,,,2020-08-04 20:16:00,2020
141,4,True,2020-08-04 20:04:45+00:00,162,False,active,10,0,1,True,162,True,0,,,2020-08-04 20:16:00,2020
142,7,True,2020-08-04 20:11:26+00:00,163,True,active,12,0,0,True,163,True,0,,,2020-08-04 20:16:00,2020
143,13,True,2020-08-04 19:30:10+00:00,167,False,active,2,0,0,True,167,True,0,,,2020-08-04 20:16:00,2020
144,16,True,2020-08-04 19:49:39+00:00,169,False,active,3,0,0,True,169,True,0,,,2020-08-04 20:16:00,2020
145,0,True,2020-08-04 19:21:17+00:00,170,True,active,14,0,0,True,170,True,0,,,2020-08-04 20:16:00,2020
146,5,True,2020-08-04 12:50:10+00:00,171,True,active,18,0,0,True,171,True,0,,,2020-08-04 20:16:00,2020
147,11,True,2020-08-04 19:01:26+00:00,173,True,active,3,0,0,True,173,True,0,,,2020-08-04 20:16:00,2020
148,8,True,2020-08-04 19:12:16+00:00,174,False,active,7,0,0,True,174,True,0,,,2020-08-04 20:16:00,2020
149,7,True,2020-08-04 20:11:26+00:00,175,True,active,10,0,0,True,175,True,0,,,2020-08-04 20:16:00,2020
150,1,True,2020-08-04 19:08:37+00:00,176,False,active,14,0,0,True,176,True,0,,,2020-08-04 20:16:00,2020
151,9,True,2020-08-04 20:10:15+00:00,177,False,active,10,0,0,True,177,True,0,,,2020-08-04 20:16:00,2020
152,4,True,2020-08-04 20:14:55+00:00,178,False,active,15,0,0,True,178,True,0,,,2020-08-04 20:16:00,2020
153,10,True,2020-08-04 20:09:57+00:00,179,False,active,15,0,0,True,179,True,0,,,2020-08-04 20:16:00,2020
154,16,True,2020-08-04 19:46:05+00:00,180,False,active,3,0,0,True,180,True,0,,,2020-08-04 20:16:00,2020
155,15,True,2020-08-04 19:58:41+00:00,181,False,active,3,0,1,True,181,True,0,,,2020-08-04 20:16:00,2020
156,1,True,2020-08-04 19:29:27+00:00,182,True,active,17,0,1,True,182,True,0,,,2020-08-04 20:16:00,2020
157,11,True,2020-08-04 20:11:48+00:00,183,False,active,8,0,0,True,183,True,0,,,2020-08-04 20:16:00,2020
158,8,True,2020-08-04 19:34:51+00:00,184,False,active,10,0,1,True,184,True,0,,,2020-08-04 20:16:00,2020
159,5,True,2020-08-04 20:04:05+00:00,185,False,active,9,0,1,True,185,True,0,,,2020-08-04 20:16:00,2020
160,0,True,2020-08-04 19:30:18+00:00,186,True,active,15,0,0,True,186,True,0,,,2020-08-04 20:16:00,2020
161,14,True,2020-08-04 15:40:14+00:00,187,False,active,1,0,0,True,187,True,0,,,2020-08-04 20:16:00,2020
162,2,True,2020-08-04 18:46:44+00:00,188,False,active,13,0,0,True,188,True,0,,,2020-08-04 20:16:00,2020
163,8,True,2020-08-04 20:08:33+00:00,189,False,active,15,0,0,True,189,True,0,,,2020-08-04 20:16:00,2020
164,16,True,2020-08-04 20:03:11+00:00,190,True,active,20,0,1,True,190,True,0,,,2020-08-04 20:16:00,2020
165,1,True,2020-08-04 19:56:21+00:00,191,False,active,14,0,0,True,191,True,0,,,2020-08-04 20:16:00,2020
166,9,True,2020-08-04 18:12:02+00:00,192,False,active,10,0,0,True,192,True,0,,,2020-08-04 20:16:00,2020
167,9,True,2020-08-04 19:42:53+00:00,193,True,active,5,0,1,True,193,True,0,,,2020-08-04 20:16:00,2020
168,7,True,2020-08-04 19:58:50+00:00,194,False,active,12,0,0,True,194,True,0,,,2020-08-04 20:16:00,2020
169,7,True,2020-08-04 19:53:18+00:00,195,False,active,16,0,0,True,195,True,0,,,2020-08-04 20:16:00,2020
170,3,True,2020-08-04 19:37:15+00:00,196,True,active,7,0,0,True,196,True,0,,,2020-08-04 20:16:00,2020
171,0,True,2020-08-04 17:43:33+00:00,197,False,active,15,0,0,True,197,True,0,,,2020-08-04 20:16:00,2020
172,13,True,2020-08-04 19:45:54+00:00,199,False,active,2,0,0,True,199,True,0,,,2020-08-04 20:16:00,2020
173,14,True,2020-08-04 19:54:25+00:00,200,False,active,4,0,1,True,200,True,0,,,2020-08-04 20:16:00,2020
174,0,True,2020-08-04 12:17:44+00:00,201,False,active,15,0,0,True,201,True,0,,,2020-08-04 20:16:00,2020
175,0,True,2020-08-04 18:10:32+00:00,202,False,active,14,0,1,True,202,True,0,,,2020-08-04 20:16:00,2020
176,6,True,2020-08-04 08:21:44+00:00,203,False,active,9,0,0,True,203,True,0,,,2020-08-04 20:16:00,2020
177,2,True,2020-08-04 20:04:15+00:00,204,False,active,12,0,1,True,204,True,0,,,2020-08-04 20:16:00,2020
178,8,True,2020-08-04 19:24:51+00:00,205,False,active,7,0,0,True,205,True,0,,,2020-08-04 20:16:00,2020
179,10,True,2020-08-04 19:56:35+00:00,206,False,active,13,0,0,True,206,True,0,,,2020-08-04 20:16:00,2020
180,15,True,2020-08-04 18:08:42+00:00,208,True,active,0,0,0,True,208,True,0,,,2020-08-04 20:16:00,2020
181,8,True,2020-08-04 20:12:47+00:00,209,False,active,7,0,0,True,209,True,0,,,2020-08-04 20:16:00,2020
182,1,True,2020-08-04 18:57:17+00:00,210,False,active,13,0,1,True,210,True,0,,,2020-08-04 20:16:00,2020
183,16,True,2020-08-04 19:32:15+00:00,211,False,active,3,0,0,True,211,True,0,,,2020-08-04 20:16:00,2020
184,23,True,2020-08-04 19:00:35+00:00,212,False,active,10,0,0,True,212,True,0,,,2020-08-04 20:16:00,2020
185,5,True,2020-08-04 17:54:14+00:00,213,True,active,11,0,0,True,213,True,0,,,2020-08-04 20:16:00,2020
186,9,True,2020-08-04 20:07:30+00:00,214,False,active,6,0,0,True,214,True,0,,,2020-08-04 20:16:00,2020
187,15,True,2020-08-04 19:07:32+00:00,215,False,active,0,0,0,True,215,True,0,,,2020-08-04 20:16:00,2020
188,12,True,2020-08-04 18:10:19+00:00,216,False,active,7,0,0,True,216,True,0,,,2020-08-04 20:16:00,2020
189,16,True,2020-08-04 20:01:05+00:00,217,False,active,2,0,1,True,217,True,0,,,2020-08-04 20:16:00,2020
190,4,True,2020-08-04 20:08:47+00:00,218,False,active,10,0,1,True,218,True,0,,,2020-08-04 20:16:00,2020
191,8,True,2020-08-04 20:09:10+00:00,219,False,active,7,0,0,True,219,True,0,,,2020-08-04 20:16:00,2020
192,8,True,2020-08-04 19:08:56+00:00,221,False,active,11,0,0,True,221,True,0,,,2020-08-04 20:16:00,2020
193,3,True,2020-08-04 20:13:14+00:00,222,True,active,11,0,0,True,222,True,0,,,2020-08-04 20:16:00,2020
194,5,True,2020-08-04 18:37:56+00:00,224,False,active,12,0,0,True,224,True,0,,,2020-08-04 20:16:00,2020
195,1,True,2020-08-04 19:59:54+00:00,225,False,active,17,0,1,True,225,True,0,,,2020-08-04 20:16:00,2020
196,5,True,2020-08-04 20:15:53+00:00,226,False,active,9,0,1,True,226,True,0,,,2020-08-04 20:16:00,2020
197,0,True,2020-08-04 19:24:29+00:00,227,False,active,19,0,0,True,227,True,0,,,2020-08-04 20:16:00,2020
198,14,True,2020-08-04 19:55:16+00:00,228,False,active,4,0,1,True,228,True,0,,,2020-08-04 20:16:00,2020
199,2,True,2020-08-04 18:35:54+00:00,232,False,active,9,0,0,True,232,True,0,,,2020-08-04 20:16:00,2020
200,4,True,2020-08-04 19:36:04+00:00,233,False,active,11,0,0,True,233,True,0,,,2020-08-04 20:16:00,2020
201,2,True,2020-08-04 18:48:07+00:00,234,False,active,13,0,0,True,234,True,0,,,2020-08-04 20:16:00,2020
202,3,True,2020-08-04 18:56:45+00:00,235,False,active,11,0,1,True,235,True,0,,,2020-08-04 20:16:00,2020
203,11,True,2020-08-04 20:12:28+00:00,236,False,active,4,0,0,True,236,True,0,,,2020-08-04 20:16:00,2020
204,10,True,2020-08-04 19:03:46+00:00,239,False,active,5,0,0,True,239,True,0,,,2020-08-04 20:16:00,2020
205,13,True,2020-08-04 18:43:38+00:00,255,False,active,2,0,0,True,255,True,0,,,2020-08-04 20:16:00,2020
206,15,True,2020-08-04 19:25:29+00:00,258,False,active,0,0,0,True,258,True,0,,,2020-08-04 20:16:00,2020
207,0,True,2020-08-04 09:01:37+00:00,259,False,active,15,0,0,True,259,True,0,,,2020-08-04 20:16:00,2020
208,1,True,2020-08-04 18:56:16+00:00,260,False,active,14,0,0,True,260,True,0,,,2020-08-04 20:16:00,2020
209,7,True,2020-08-04 18:48:00+00:00,271,False,active,8,0,0,True,271,True,0,,,2020-08-04 20:16:00,2020
210,4,True,2020-08-04 18:50:11+00:00,272,False,active,15,0,0,True,272,True,0,,,2020-08-04 20:16:00,2020
211,24,True,2020-08-04 19:57:54+00:00,273,False,active,15,0,1,True,273,True,0,,,2020-08-04 20:16:00,2020
212,5,True,2020-08-04 20:12:28+00:00,279,False,active,14,0,0,True,279,True,0,,,2020-08-04 20:16:00,2020
213,8,True,2020-08-04 19:53:04+00:00,280,False,active,11,0,0,True,280,True,0,,,2020-08-04 20:16:00,2020
214,13,True,2020-08-04 20:04:06+00:00,282,False,active,2,0,0,True,282,True,0,,,2020-08-04 20:16:00,2020
215,7,True,2020-08-04 17:24:45+00:00,296,False,active,15,0,1,True,296,True,0,,,2020-08-04 20:16:00,2020
216,14,True,2020-08-04 20:12:07+00:00,318,False,active,5,0,0,True,318,True,0,,,2020-08-04 20:16:00,2020
217,12,True,2020-08-04 19:29:26+00:00,319,False,active,13,0,0,True,319,True,0,,,2020-08-04 20:16:00,2020
218,7,True,2020-08-04 20:15:05+00:00,327,False,active,8,0,0,True,327,True,0,,,2020-08-04 20:16:00,2020
219,8,True,2020-08-04 20:14:54+00:00,328,False,active,7,0,0,True,328,True,0,,,2020-08-04 20:16:00,2020
220,9,True,2020-08-04 19:40:10+00:00,329,False,active,6,0,0,True,329,True,0,,,2020-08-04 20:16:00,2020
221,2,True,2020-08-04 19:54:48+00:00,330,False,active,13,0,0,True,330,True,0,,,2020-08-04 20:16:00,2020
222,8,True,2020-08-04 19:51:26+00:00,331,False,active,7,0,0,True,331,True,0,,,2020-08-04 20:16:00,2020
