,num_docks_available,last_reported,station_id,num_docks_disabled,is_renting,num_ebikes_available,num_bikes_available,station_status,is_installed,eightd_has_available_keys,legacy_id,num_bikes_disabled,is_returning,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
223,11,2020-08-18 21:45:49+00:00,332,0,True,0,3,active,True,False,332,1,True,,,2020-08-18 21:47:45,2020
224,4,2020-08-18 21:32:47+00:00,333,0,True,0,20,active,True,False,333,1,True,,,2020-08-18 21:47:45,2020
225,5,2020-08-18 21:40:50+00:00,334,0,True,0,14,active,True,False,334,0,True,,,2020-08-18 21:47:45,2020
226,14,2020-08-18 21:44:57+00:00,335,0,True,0,5,active,True,False,335,0,True,,,2020-08-18 21:47:45,2020
227,12,2020-08-18 21:08:08+00:00,336,0,True,0,3,active,True,False,336,0,True,,,2020-08-18 21:47:45,2020
228,2,2020-08-18 21:44:03+00:00,337,0,True,0,13,active,True,False,337,0,True,,,2020-08-18 21:47:45,2020
229,11,2020-08-18 21:47:22+00:00,338,0,True,0,4,active,True,False,338,0,True,,,2020-08-18 21:47:45,2020
230,8,2020-08-18 15:42:46+00:00,339,0,True,0,7,active,True,False,339,0,True,,,2020-08-18 21:47:45,2020
231,1,2020-08-18 19:23:25+00:00,340,0,True,0,18,active,True,False,340,0,True,,,2020-08-18 21:47:45,2020
232,3,2020-08-18 08:32:50+00:00,341,0,True,0,12,active,True,True,341,0,True,,,2020-08-18 21:47:45,2020
233,8,2020-08-18 21:47:06+00:00,342,0,True,0,7,active,True,False,342,0,True,,,2020-08-18 21:47:45,2020
234,11,2020-08-18 11:13:56+00:00,343,0,True,0,3,active,True,False,343,1,True,,,2020-08-18 21:47:45,2020
235,9,2020-08-18 20:03:19+00:00,344,0,True,0,10,active,True,False,344,0,True,,,2020-08-18 21:47:45,2020
236,6,2020-08-18 21:31:17+00:00,345,0,True,0,12,active,True,False,345,1,True,,,2020-08-18 21:47:45,2020
237,12,2020-08-18 21:39:09+00:00,346,0,True,0,3,active,True,False,346,0,True,,,2020-08-18 21:47:45,2020
238,10,2020-08-18 20:18:31+00:00,347,0,True,0,5,active,True,False,347,0,True,,,2020-08-18 21:47:45,2020
239,14,2020-08-18 21:30:35+00:00,348,0,True,0,1,active,True,False,348,0,True,,,2020-08-18 21:47:45,2020
240,12,2020-08-18 08:32:49+00:00,349,0,True,0,5,active,True,False,349,0,True,,,2020-08-18 21:47:45,2020
241,4,2020-08-18 21:31:55+00:00,350,0,True,0,13,active,True,False,350,0,True,,,2020-08-18 21:47:45,2020
242,5,2020-08-18 21:41:58+00:00,351,0,True,0,10,active,True,False,351,0,True,,,2020-08-18 21:47:45,2020
243,14,2020-08-18 21:27:01+00:00,352,0,True,0,1,active,True,False,352,0,True,,,2020-08-18 21:47:45,2020
244,6,2020-08-18 08:34:23+00:00,353,0,True,0,9,active,True,True,353,0,True,,,2020-08-18 21:47:45,2020
245,12,2020-08-18 21:22:45+00:00,354,0,True,0,3,active,True,False,354,0,True,,,2020-08-18 21:47:45,2020
246,1,2020-08-18 18:55:26+00:00,355,0,True,0,16,active,True,False,355,0,True,,,2020-08-18 21:47:45,2020
247,18,2020-08-18 21:45:57+00:00,356,0,True,0,5,active,True,False,356,0,True,,,2020-08-18 21:47:45,2020
248,8,2020-08-18 21:30:37+00:00,357,0,True,0,7,active,True,False,357,0,True,,,2020-08-18 21:47:45,2020
249,1,2020-08-18 21:44:59+00:00,358,0,True,0,18,active,True,False,358,0,True,,,2020-08-18 21:47:45,2020
250,12,2020-08-18 21:46:07+00:00,359,0,True,0,1,active,True,False,359,2,True,,,2020-08-18 21:47:45,2020
251,9,2020-08-18 21:17:27+00:00,360,0,True,0,6,active,True,False,360,0,True,,,2020-08-18 21:47:45,2020
252,11,2020-08-18 21:36:49+00:00,361,0,True,0,8,active,True,False,361,0,True,,,2020-08-18 21:47:45,2020
253,2,2020-08-18 21:41:35+00:00,362,0,True,0,17,active,True,False,362,0,True,,,2020-08-18 21:47:45,2020
254,9,2020-08-18 21:39:55+00:00,363,0,True,0,10,active,True,False,363,0,True,,,2020-08-18 21:47:45,2020
255,12,2020-08-18 21:43:59+00:00,364,0,True,0,6,active,True,False,364,1,True,,,2020-08-18 21:47:45,2020
256,13,2020-08-18 21:46:53+00:00,365,0,True,0,6,active,True,False,365,0,True,,,2020-08-18 21:47:45,2020
257,5,2020-08-18 21:35:24+00:00,366,0,True,0,10,active,True,False,366,0,True,,,2020-08-18 21:47:45,2020
258,3,2020-08-18 21:41:45+00:00,367,0,True,0,16,active,True,False,367,0,True,,,2020-08-18 21:47:45,2020
259,12,2020-08-18 20:07:08+00:00,368,0,True,0,3,active,True,False,368,0,True,,,2020-08-18 21:47:45,2020
260,14,2020-08-18 21:19:28+00:00,369,0,True,0,1,active,True,False,369,0,True,,,2020-08-18 21:47:45,2020
261,17,2020-08-18 21:38:11+00:00,370,0,True,0,2,active,True,False,370,0,True,,,2020-08-18 21:47:45,2020
262,13,2020-08-18 21:18:35+00:00,371,0,True,0,6,active,True,False,371,0,True,,,2020-08-18 21:47:45,2020
263,10,2020-08-18 21:41:33+00:00,372,0,True,0,8,active,True,False,372,1,True,,,2020-08-18 21:47:45,2020
264,7,2020-08-18 13:27:24+00:00,373,0,True,0,8,active,True,False,373,0,True,,,2020-08-18 21:47:45,2020
265,6,2020-08-18 21:36:38+00:00,374,0,True,0,12,active,True,False,374,1,True,,,2020-08-18 21:47:45,2020
266,7,2020-08-18 21:37:23+00:00,376,0,True,0,8,active,True,False,376,0,True,,,2020-08-18 21:47:45,2020
267,14,2020-08-18 21:46:51+00:00,377,0,True,0,5,active,True,False,377,0,True,,,2020-08-18 21:47:45,2020
268,18,2020-08-18 20:27:01+00:00,378,0,True,0,1,active,True,False,378,0,True,,,2020-08-18 21:47:45,2020
269,12,2020-08-18 21:46:18+00:00,379,0,True,0,3,active,True,False,379,0,True,,,2020-08-18 21:47:45,2020
270,10,2020-08-18 21:46:26+00:00,380,0,True,0,7,active,True,False,380,1,True,,,2020-08-18 21:47:45,2020
271,17,2020-08-18 21:47:16+00:00,381,0,True,0,2,active,True,False,381,0,True,,,2020-08-18 21:47:45,2020
272,12,2020-08-18 21:47:28+00:00,384,0,True,0,7,active,True,True,384,0,True,,,2020-08-18 21:47:45,2020
273,11,2020-08-18 21:46:22+00:00,385,1,True,0,3,active,True,False,385,0,True,,,2020-08-18 21:47:45,2020
274,17,2020-08-18 21:47:15+00:00,386,0,True,0,2,active,True,False,386,0,True,,,2020-08-18 21:47:45,2020
275,4,2020-08-18 21:20:53+00:00,387,0,True,0,11,active,True,False,387,0,True,,,2020-08-18 21:47:45,2020
276,2,2020-08-18 21:32:08+00:00,388,0,True,0,9,active,True,False,388,0,True,,,2020-08-18 21:47:45,2020
277,9,2020-08-18 20:11:12+00:00,389,0,True,0,5,active,True,False,389,0,True,,,2020-08-18 21:47:45,2020
278,7,2020-08-18 15:43:58+00:00,390,0,True,0,8,active,True,False,390,0,True,,,2020-08-18 21:47:45,2020
279,1,2020-08-18 13:31:28+00:00,391,0,True,0,14,active,True,False,391,0,True,,,2020-08-18 21:47:45,2020
280,8,2020-08-18 18:54:31+00:00,392,0,True,0,7,active,True,False,392,0,True,,,2020-08-18 21:47:45,2020
281,7,2020-08-18 21:41:59+00:00,393,0,True,0,8,active,True,False,393,0,True,,,2020-08-18 21:47:45,2020
282,13,2020-08-18 20:00:07+00:00,394,0,True,0,1,active,True,False,394,0,True,,,2020-08-18 21:47:45,2020
283,4,2020-08-18 21:35:53+00:00,395,0,True,0,11,active,True,False,395,0,True,,,2020-08-18 21:47:45,2020
284,2,2020-08-18 21:20:41+00:00,396,0,True,0,13,active,True,False,396,0,True,,,2020-08-18 21:47:45,2020
285,8,2020-08-18 20:30:21+00:00,397,0,True,0,6,active,True,False,397,1,True,,,2020-08-18 21:47:45,2020
286,7,2020-08-18 21:28:09+00:00,398,0,True,0,12,active,True,False,398,0,True,,,2020-08-18 21:47:45,2020
287,2,2020-08-18 21:33:15+00:00,399,0,True,0,13,active,True,False,399,0,True,,,2020-08-18 21:47:45,2020
288,8,2020-08-18 21:22:32+00:00,400,0,True,0,19,active,True,False,400,0,True,,,2020-08-18 21:47:45,2020
289,3,2020-08-18 21:41:26+00:00,401,0,True,0,12,active,True,False,401,0,True,,,2020-08-18 21:47:45,2020
290,11,2020-08-18 21:33:47+00:00,402,0,True,0,4,active,True,False,402,0,True,,,2020-08-18 21:47:45,2020
291,11,2020-08-18 21:43:37+00:00,403,0,True,0,3,active,True,False,403,1,True,,,2020-08-18 21:47:45,2020
292,9,2020-08-18 21:41:08+00:00,404,0,True,0,7,active,True,False,404,0,True,,,2020-08-18 21:47:45,2020
293,5,2020-08-18 21:46:00+00:00,405,0,True,0,14,active,True,False,405,0,True,,,2020-08-18 21:47:45,2020
294,1,2020-08-18 21:11:01+00:00,406,0,True,0,18,active,True,False,406,0,True,,,2020-08-18 21:47:45,2020
295,18,2020-08-18 16:50:24+00:00,407,0,True,0,1,active,True,False,407,0,True,,,2020-08-18 21:47:45,2020
296,11,2020-08-18 21:46:20+00:00,408,0,True,0,3,active,True,False,408,1,True,,,2020-08-18 21:47:45,2020
297,11,2020-08-18 21:45:26+00:00,409,0,True,0,8,active,True,False,409,0,True,,,2020-08-18 21:47:45,2020
298,12,2020-08-18 21:36:03+00:00,410,0,True,0,7,active,True,False,410,0,True,,,2020-08-18 21:47:45,2020
299,12,2020-08-18 18:33:33+00:00,411,0,True,0,3,active,True,False,411,0,True,,,2020-08-18 21:47:45,2020
300,6,2020-08-18 21:38:05+00:00,412,0,True,0,13,active,True,False,412,0,True,,,2020-08-18 21:47:45,2020
301,11,2020-08-18 21:42:43+00:00,413,0,True,0,8,active,True,False,413,0,True,,,2020-08-18 21:47:45,2020
302,19,2020-08-18 20:33:18+00:00,414,0,True,0,4,active,True,False,414,0,True,,,2020-08-18 21:47:45,2020
303,14,2020-08-18 21:40:33+00:00,415,0,True,0,5,active,True,False,415,0,True,,,2020-08-18 21:47:45,2020
304,8,2020-08-18 21:45:57+00:00,416,0,True,0,5,active,True,False,416,2,True,,,2020-08-18 21:47:45,2020
305,15,2020-08-18 21:37:15+00:00,417,0,True,0,4,active,True,False,417,0,True,,,2020-08-18 21:47:45,2020
306,6,2020-08-18 19:12:10+00:00,419,0,True,0,9,active,True,False,419,0,True,,,2020-08-18 21:47:45,2020
307,0,1970-01-02 00:00:00+00:00,420,0,False,0,0,out_of_service,False,False,420,0,False,,,2020-08-18 21:47:45,1970
308,0,2020-08-17 16:27:03+00:00,421,0,True,0,19,active,True,False,421,0,True,,,2020-08-18 21:47:45,2020
309,8,2020-08-18 15:24:57+00:00,422,0,True,0,6,active,True,False,422,1,True,,,2020-08-18 21:47:45,2020
310,10,2020-08-18 21:30:21+00:00,423,0,True,0,9,active,True,False,423,0,True,,,2020-08-18 21:47:45,2020
311,17,2020-08-18 21:17:04+00:00,424,0,True,0,2,active,True,False,424,0,True,,,2020-08-18 21:47:45,2020
312,15,2020-08-18 21:17:19+00:00,425,0,True,0,1,active,True,False,425,0,True,,,2020-08-18 21:47:45,2020
313,22,2020-08-18 21:44:44+00:00,426,0,True,0,5,active,True,False,426,0,True,,,2020-08-18 21:47:45,2020
314,18,2020-08-18 14:14:07+00:00,427,0,True,0,1,active,True,False,427,0,True,,,2020-08-18 21:47:45,2020
315,13,2020-08-18 21:16:49+00:00,428,0,True,0,5,active,True,False,428,1,True,,,2020-08-18 21:47:45,2020
316,4,2020-08-18 08:58:29+00:00,430,0,True,0,15,active,True,False,430,0,True,,,2020-08-18 21:47:45,2020
317,14,2020-08-18 15:50:09+00:00,431,0,True,0,1,active,True,False,431,0,True,,,2020-08-18 21:47:45,2020
318,15,2020-08-18 21:19:39+00:00,432,0,True,0,4,active,True,False,432,0,True,,,2020-08-18 21:47:45,2020
319,16,2020-08-18 08:58:55+00:00,433,0,True,0,3,active,True,False,433,0,True,,,2020-08-18 21:47:45,2020
320,19,2020-08-18 20:28:47+00:00,434,0,True,0,0,active,True,False,434,0,True,,,2020-08-18 21:47:45,2020
321,6,2020-08-18 21:16:28+00:00,435,0,True,0,9,active,True,False,435,0,True,,,2020-08-18 21:47:45,2020
322,15,2020-08-18 20:42:59+00:00,436,0,True,0,0,active,True,False,436,0,True,,,2020-08-18 21:47:45,2020
323,13,2020-08-18 21:45:35+00:00,437,0,True,0,6,active,True,False,437,0,True,,,2020-08-18 21:47:45,2020
324,1,2020-08-18 21:46:33+00:00,440,0,True,0,16,active,True,False,440,0,True,,,2020-08-18 21:47:45,2020
325,5,2020-08-18 21:35:54+00:00,441,0,True,0,13,active,True,False,441,1,True,,,2020-08-18 21:47:45,2020
326,0,2020-08-18 21:01:08+00:00,442,0,True,0,15,active,True,False,442,0,True,,,2020-08-18 21:47:45,2020
327,15,2020-08-18 21:44:46+00:00,443,0,True,0,4,active,True,False,443,0,True,,,2020-08-18 21:47:45,2020
328,9,2020-08-18 21:13:02+00:00,445,0,True,0,10,active,True,False,445,0,True,,,2020-08-18 21:47:45,2020
329,9,2020-08-18 21:45:55+00:00,446,0,True,0,3,active,True,False,446,0,True,,,2020-08-18 21:47:45,2020
330,15,2020-08-18 21:44:03+00:00,447,0,True,0,4,active,True,False,447,0,True,,,2020-08-18 21:47:45,2020
331,4,2020-08-18 08:58:50+00:00,448,0,True,0,7,active,True,False,448,0,True,,,2020-08-18 21:47:45,2020
332,0,1970-01-02 00:00:00+00:00,449,0,True,0,0,out_of_service,False,False,449,0,True,,,2020-08-18 21:47:45,1970
333,4,2020-08-18 21:30:36+00:00,450,0,True,0,11,active,True,False,450,0,True,,,2020-08-18 21:47:45,2020
334,7,2020-08-18 21:23:29+00:00,451,0,True,0,8,active,True,False,451,0,True,,,2020-08-18 21:47:45,2020
335,1,2020-08-18 21:47:19+00:00,452,0,True,0,14,active,True,False,452,0,True,,,2020-08-18 21:47:45,2020
336,14,2020-08-18 21:39:05+00:00,453,0,True,0,0,active,True,False,453,1,True,,,2020-08-18 21:47:45,2020
337,11,2020-08-18 21:39:28+00:00,454,0,True,0,4,active,True,False,454,0,True,,,2020-08-18 21:47:45,2020
338,7,2020-08-18 18:41:57+00:00,455,0,True,0,5,active,True,False,455,0,True,,,2020-08-18 21:47:45,2020
339,17,2020-08-18 15:53:48+00:00,456,0,True,0,2,active,True,False,456,0,True,,,2020-08-18 21:47:45,2020
340,1,2020-08-18 19:45:10+00:00,457,0,True,0,10,active,True,False,457,0,True,,,2020-08-18 21:47:45,2020
341,4,2020-08-18 21:37:57+00:00,458,0,True,0,5,active,True,False,458,2,True,,,2020-08-18 21:47:45,2020
