,is_returning,last_reported,station_id,eightd_has_available_keys,num_bikes_available,num_ebikes_available,num_docks_available,is_renting,legacy_id,station_status,num_docks_disabled,num_bikes_disabled,is_installed,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
226,True,2020-08-15 20:56:09+00:00,335,False,3,0,16,True,335,active,0,0,True,,,2020-08-15 21:19:05,2020
227,True,2020-08-15 18:30:01+00:00,336,False,4,0,11,True,336,active,0,0,True,,,2020-08-15 21:19:05,2020
228,True,2020-08-15 15:55:21+00:00,337,False,15,0,0,True,337,active,0,0,True,,,2020-08-15 21:19:05,2020
229,True,2020-08-15 20:55:12+00:00,338,False,0,0,14,True,338,active,0,1,True,,,2020-08-15 21:19:05,2020
230,True,2020-08-15 21:18:45+00:00,339,False,11,0,4,True,339,active,0,0,True,,,2020-08-15 21:19:05,2020
231,True,2020-08-15 21:07:43+00:00,340,False,16,0,3,True,340,active,0,0,True,,,2020-08-15 21:19:05,2020
232,True,2020-08-15 18:20:14+00:00,341,True,15,0,0,True,341,active,0,0,True,,,2020-08-15 21:19:05,2020
233,True,2020-08-15 21:16:06+00:00,342,False,5,0,10,True,342,active,0,0,True,,,2020-08-15 21:19:05,2020
234,True,2020-08-15 13:04:41+00:00,343,False,5,0,10,True,343,active,0,0,True,,,2020-08-15 21:19:05,2020
235,True,2020-08-15 20:41:42+00:00,344,False,1,0,18,True,344,active,0,0,True,,,2020-08-15 21:19:05,2020
236,True,2020-08-15 21:12:23+00:00,345,False,9,0,9,True,345,active,0,1,True,,,2020-08-15 21:19:05,2020
237,True,2020-08-15 21:17:51+00:00,346,False,1,0,14,True,346,active,0,0,True,,,2020-08-15 21:19:05,2020
238,True,2020-08-15 18:52:47+00:00,347,False,11,0,4,True,347,active,0,0,True,,,2020-08-15 21:19:05,2020
239,True,2020-08-15 20:53:45+00:00,348,False,1,0,14,True,348,active,0,0,True,,,2020-08-15 21:19:05,2020
240,True,2020-08-15 15:31:04+00:00,349,False,5,0,12,True,349,active,0,0,True,,,2020-08-15 21:19:05,2020
241,True,2020-08-15 19:23:05+00:00,350,False,16,0,1,True,350,active,0,0,True,,,2020-08-15 21:19:05,2020
242,True,2020-08-15 21:15:39+00:00,351,False,8,0,7,True,351,active,0,0,True,,,2020-08-15 21:19:05,2020
243,True,2020-08-15 21:00:14+00:00,352,False,6,0,9,True,352,active,0,0,True,,,2020-08-15 21:19:05,2020
244,True,2020-08-15 19:09:31+00:00,353,True,8,0,7,True,353,active,0,0,True,,,2020-08-15 21:19:05,2020
245,True,2020-08-15 21:09:02+00:00,354,False,1,0,14,True,354,active,0,0,True,,,2020-08-15 21:19:05,2020
246,True,2020-08-15 19:46:57+00:00,355,False,12,0,5,True,355,active,0,0,True,,,2020-08-15 21:19:05,2020
247,True,2020-08-15 20:35:22+00:00,356,False,13,0,10,True,356,active,0,0,True,,,2020-08-15 21:19:05,2020
248,True,2020-08-15 20:49:39+00:00,357,False,15,0,0,True,357,active,0,0,True,,,2020-08-15 21:19:05,2020
249,True,2020-08-15 20:45:47+00:00,358,False,14,0,5,True,358,active,0,0,True,,,2020-08-15 21:19:05,2020
250,True,2020-08-15 21:10:07+00:00,359,False,3,0,12,True,359,active,0,0,True,,,2020-08-15 21:19:05,2020
251,True,2020-08-15 21:06:25+00:00,360,False,5,0,9,True,360,active,0,1,True,,,2020-08-15 21:19:05,2020
252,True,2020-08-15 21:00:28+00:00,361,False,8,0,11,True,361,active,0,0,True,,,2020-08-15 21:19:05,2020
253,True,2020-08-15 21:17:04+00:00,362,False,10,0,8,True,362,active,0,1,True,,,2020-08-15 21:19:05,2020
254,True,2020-08-15 21:10:50+00:00,363,False,5,0,14,True,363,active,0,0,True,,,2020-08-15 21:19:05,2020
255,True,2020-08-15 21:16:01+00:00,364,False,2,0,16,True,364,active,0,1,True,,,2020-08-15 21:19:05,2020
256,True,2020-08-15 21:17:53+00:00,365,False,2,0,17,True,365,active,0,0,True,,,2020-08-15 21:19:05,2020
257,True,2020-08-15 21:04:32+00:00,366,False,10,0,5,True,366,active,0,0,True,,,2020-08-15 21:19:05,2020
258,True,2020-08-15 18:52:57+00:00,367,False,19,0,0,True,367,active,0,0,True,,,2020-08-15 21:19:05,2020
259,True,2020-08-15 20:51:05+00:00,368,False,0,0,15,True,368,active,0,0,True,,,2020-08-15 21:19:05,2020
260,True,2020-08-15 21:17:37+00:00,369,False,9,0,6,True,369,active,0,0,True,,,2020-08-15 21:19:05,2020
261,True,2020-08-15 21:18:21+00:00,370,False,16,0,3,True,370,active,0,0,True,,,2020-08-15 21:19:05,2020
262,True,2020-08-15 21:08:49+00:00,371,False,4,0,15,True,371,active,0,0,True,,,2020-08-15 21:19:05,2020
263,True,2020-08-15 20:24:56+00:00,372,False,19,0,0,True,372,active,0,0,True,,,2020-08-15 21:19:05,2020
264,True,2020-08-15 19:56:04+00:00,373,False,11,0,4,True,373,active,0,0,True,,,2020-08-15 21:19:05,2020
265,True,2020-08-15 21:16:01+00:00,374,False,5,0,13,True,374,active,0,1,True,,,2020-08-15 21:19:05,2020
266,True,2020-08-15 20:40:24+00:00,376,False,5,0,9,True,376,active,0,1,True,,,2020-08-15 21:19:05,2020
267,True,2020-08-15 21:10:43+00:00,377,False,13,0,6,True,377,active,0,0,True,,,2020-08-15 21:19:05,2020
268,True,2020-08-15 21:16:42+00:00,378,False,2,0,17,True,378,active,0,0,True,,,2020-08-15 21:19:05,2020
269,True,2020-08-15 21:13:38+00:00,379,False,7,0,8,True,379,active,0,0,True,,,2020-08-15 21:19:05,2020
270,True,2020-08-15 21:14:36+00:00,380,False,10,0,8,True,380,active,0,0,True,,,2020-08-15 21:19:05,2020
271,True,2020-08-15 21:16:36+00:00,381,False,8,0,11,True,381,active,0,0,True,,,2020-08-15 21:19:05,2020
272,True,2020-08-15 21:16:24+00:00,384,True,4,0,15,True,384,active,0,0,True,,,2020-08-15 21:19:05,2020
273,True,2020-08-15 21:18:56+00:00,385,False,11,0,3,True,385,active,1,0,True,,,2020-08-15 21:19:05,2020
274,True,2020-08-15 20:41:48+00:00,386,False,2,0,16,True,386,active,0,1,True,,,2020-08-15 21:19:05,2020
275,True,2020-08-15 21:03:23+00:00,387,False,10,0,5,True,387,active,0,0,True,,,2020-08-15 21:19:05,2020
276,True,2020-08-15 20:07:15+00:00,388,False,4,0,7,True,388,active,0,0,True,,,2020-08-15 21:19:05,2020
277,True,2020-08-15 08:55:03+00:00,389,False,11,0,3,True,389,active,0,0,True,,,2020-08-15 21:19:05,2020
278,True,2020-08-15 20:03:49+00:00,390,False,13,0,1,True,390,active,0,1,True,,,2020-08-15 21:19:05,2020
279,True,2020-08-15 16:06:43+00:00,391,False,15,0,0,True,391,active,0,0,True,,,2020-08-15 21:19:05,2020
280,True,2020-08-15 21:10:59+00:00,392,False,7,0,8,True,392,active,0,0,True,,,2020-08-15 21:19:05,2020
281,True,2020-08-15 20:09:31+00:00,393,False,5,0,10,True,393,active,0,0,True,,,2020-08-15 21:19:05,2020
282,True,2020-08-15 08:56:01+00:00,394,False,0,0,14,True,394,active,0,0,True,,,2020-08-15 21:19:05,2020
283,True,2020-08-15 20:42:13+00:00,395,False,6,0,9,True,395,active,0,0,True,,,2020-08-15 21:19:05,2020
284,True,2020-08-15 17:59:35+00:00,396,False,9,0,6,True,396,active,0,0,True,,,2020-08-15 21:19:05,2020
285,True,2020-08-15 20:43:30+00:00,397,False,8,0,6,True,397,active,0,1,True,,,2020-08-15 21:19:05,2020
286,True,2020-08-15 20:01:32+00:00,398,False,7,0,12,True,398,active,0,0,True,,,2020-08-15 21:19:05,2020
287,True,2020-08-15 20:56:51+00:00,399,False,6,0,9,True,399,active,0,0,True,,,2020-08-15 21:19:05,2020
288,True,2020-08-15 20:22:07+00:00,400,False,5,0,22,True,400,active,0,0,True,,,2020-08-15 21:19:05,2020
289,True,2020-08-15 20:29:58+00:00,401,False,11,0,4,True,401,active,0,0,True,,,2020-08-15 21:19:05,2020
290,True,2020-08-15 20:48:55+00:00,402,False,4,0,11,True,402,active,0,0,True,,,2020-08-15 21:19:05,2020
291,True,2020-08-15 21:13:21+00:00,403,False,2,0,12,True,403,active,0,1,True,,,2020-08-15 21:19:05,2020
292,True,2020-08-15 21:05:25+00:00,404,False,0,0,16,True,404,active,0,0,True,,,2020-08-15 21:19:05,2020
293,True,2020-08-15 20:38:36+00:00,405,False,15,0,3,True,405,active,0,1,True,,,2020-08-15 21:19:05,2020
294,True,2020-08-15 21:16:31+00:00,406,False,8,0,11,True,406,active,0,0,True,,,2020-08-15 21:19:05,2020
295,True,2020-08-15 17:59:19+00:00,407,False,7,0,12,True,407,active,0,0,True,,,2020-08-15 21:19:05,2020
296,True,2020-08-15 20:03:24+00:00,408,False,6,0,9,True,408,active,0,0,True,,,2020-08-15 21:19:05,2020
297,True,2020-08-15 21:02:23+00:00,409,False,7,0,11,True,409,active,0,1,True,,,2020-08-15 21:19:05,2020
298,True,2020-08-15 20:14:10+00:00,410,False,12,0,7,True,410,active,0,0,True,,,2020-08-15 21:19:05,2020
299,True,2020-08-15 08:56:42+00:00,411,False,5,0,10,True,411,active,0,0,True,,,2020-08-15 21:19:05,2020
300,True,2020-08-15 21:15:30+00:00,412,False,7,0,12,True,412,active,0,0,True,,,2020-08-15 21:19:05,2020
301,True,2020-08-15 21:13:05+00:00,413,False,5,0,13,True,413,active,0,1,True,,,2020-08-15 21:19:05,2020
302,True,2020-08-15 18:11:11+00:00,414,False,3,0,20,True,414,active,0,0,True,,,2020-08-15 21:19:05,2020
303,True,2020-08-15 21:15:51+00:00,415,False,11,0,8,True,415,active,0,0,True,,,2020-08-15 21:19:05,2020
304,True,2020-08-15 20:51:53+00:00,416,False,1,0,14,True,416,active,0,0,True,,,2020-08-15 21:19:05,2020
305,True,2020-08-15 21:08:54+00:00,417,False,16,0,3,True,417,active,0,0,True,,,2020-08-15 21:19:05,2020
306,True,2020-08-15 20:57:38+00:00,419,False,9,0,6,True,419,active,0,0,True,,,2020-08-15 21:19:05,2020
307,False,1970-01-02 00:00:00+00:00,420,False,0,0,0,False,420,out_of_service,0,0,False,,,2020-08-15 21:19:05,1970
308,True,2020-08-15 20:03:09+00:00,421,False,18,0,1,True,421,active,0,0,True,,,2020-08-15 21:19:05,2020
309,True,2020-08-15 08:56:23+00:00,422,False,6,0,9,True,422,active,0,0,True,,,2020-08-15 21:19:05,2020
310,True,2020-08-15 19:06:54+00:00,423,False,5,0,14,True,423,active,0,0,True,,,2020-08-15 21:19:05,2020
311,True,2020-08-15 20:46:23+00:00,424,False,0,0,19,True,424,active,0,0,True,,,2020-08-15 21:19:05,2020
312,True,2020-08-15 17:17:18+00:00,425,False,10,0,6,True,425,active,0,0,True,,,2020-08-15 21:19:05,2020
313,True,2020-08-15 20:24:54+00:00,426,False,0,0,27,True,426,active,0,0,True,,,2020-08-15 21:19:05,2020
314,True,2020-08-15 17:47:22+00:00,427,False,3,0,16,True,427,active,0,0,True,,,2020-08-15 21:19:05,2020
315,True,2020-08-15 20:22:33+00:00,428,False,0,0,19,True,428,active,0,0,True,,,2020-08-15 21:19:05,2020
316,True,2020-08-14 11:57:27+00:00,430,False,15,0,4,True,430,active,0,0,True,,,2020-08-15 21:19:05,2020
317,True,2020-08-15 10:10:47+00:00,431,False,2,0,13,True,431,active,0,0,True,,,2020-08-15 21:19:05,2020
318,True,2020-08-15 21:05:55+00:00,432,False,8,0,11,True,432,active,0,0,True,,,2020-08-15 21:19:05,2020
319,True,2020-08-15 08:55:09+00:00,433,False,1,0,18,True,433,active,0,0,True,,,2020-08-15 21:19:05,2020
320,True,2020-08-14 21:27:35+00:00,434,False,1,0,18,True,434,active,0,0,True,,,2020-08-15 21:19:05,2020
321,True,2020-08-15 20:48:39+00:00,435,False,8,0,7,True,435,active,0,0,True,,,2020-08-15 21:19:05,2020
322,True,2020-08-15 20:43:27+00:00,436,False,2,0,13,True,436,active,0,0,True,,,2020-08-15 21:19:05,2020
323,True,2020-08-15 21:03:33+00:00,437,False,11,0,8,True,437,active,0,0,True,,,2020-08-15 21:19:05,2020
324,True,2020-08-15 21:12:32+00:00,440,False,14,0,3,True,440,active,0,0,True,,,2020-08-15 21:19:05,2020
325,True,2020-08-15 20:38:27+00:00,441,False,19,0,0,True,441,active,0,0,True,,,2020-08-15 21:19:05,2020
326,True,2020-08-15 20:22:25+00:00,442,False,14,0,1,True,442,active,0,0,True,,,2020-08-15 21:19:05,2020
327,True,2020-08-15 20:52:13+00:00,443,False,8,0,11,True,443,active,0,0,True,,,2020-08-15 21:19:05,2020
328,True,2020-08-15 21:12:36+00:00,445,False,11,0,7,True,445,active,0,1,True,,,2020-08-15 21:19:05,2020
329,True,2020-08-15 21:05:19+00:00,446,False,6,0,6,True,446,active,0,0,True,,,2020-08-15 21:19:05,2020
330,True,2020-08-15 20:01:03+00:00,447,False,0,0,19,True,447,active,0,0,True,,,2020-08-15 21:19:05,2020
331,True,2020-08-15 19:53:30+00:00,448,False,3,0,8,True,448,active,0,0,True,,,2020-08-15 21:19:05,2020
332,True,1970-01-02 00:00:00+00:00,449,False,0,0,0,True,449,out_of_service,0,0,False,,,2020-08-15 21:19:05,1970
333,True,2020-08-15 21:11:49+00:00,450,False,7,0,8,True,450,active,0,0,True,,,2020-08-15 21:19:05,2020
334,True,2020-08-15 21:13:14+00:00,451,False,1,0,14,True,451,active,0,0,True,,,2020-08-15 21:19:05,2020
335,True,2020-08-15 21:18:58+00:00,452,False,7,0,7,True,452,active,0,1,True,,,2020-08-15 21:19:05,2020
336,True,2020-08-15 20:35:25+00:00,453,False,6,0,9,True,453,active,0,0,True,,,2020-08-15 21:19:05,2020
337,True,2020-08-15 21:11:01+00:00,454,False,11,0,3,True,454,active,0,1,True,,,2020-08-15 21:19:05,2020
338,True,2020-08-15 19:47:48+00:00,455,False,9,0,3,True,455,active,0,0,True,,,2020-08-15 21:19:05,2020
339,True,2020-08-15 20:44:04+00:00,456,False,2,0,17,True,456,active,0,0,True,,,2020-08-15 21:19:05,2020
340,True,2020-08-15 19:33:03+00:00,457,False,3,0,8,True,457,active,0,0,True,,,2020-08-15 21:19:05,2020
341,True,2020-08-15 20:57:36+00:00,458,False,10,0,0,True,458,active,0,1,True,,,2020-08-15 21:19:05,2020
